aX,aY,aZ,gX,gY,gZ
0.324,0.920,-0.989,31.250,-107.788,223.267
0.312,0.975,-0.960,47.302,-119.324,203.918
0.285,1.076,-1.146,68.970,-126.038,188.232
0.270,1.109,-1.211,81.360,-142.273,170.288
0.293,1.114,-1.044,80.261,-167.725,151.672
0.313,1.267,-0.895,74.646,-188.599,140.564
0.331,1.339,-0.707,60.181,-200.317,128.967
0.379,1.301,-0.473,43.152,-205.261,113.220
0.422,1.280,-0.349,28.687,-199.646,98.206
0.475,1.405,-0.322,16.602,-192.017,87.952
0.512,1.590,-0.345,14.893,-187.988,75.256
0.549,1.660,-0.336,21.912,-189.026,52.002
0.548,1.621,-0.320,32.776,-192.871,20.813
0.528,1.480,-0.348,45.227,-197.266,-11.108
0.512,1.245,-0.375,60.425,-203.186,-39.429
0.489,1.031,-0.256,62.073,-213.318,-59.326
0.539,1.016,-0.031,51.208,-219.666,-68.176
0.639,1.146,0.314,30.823,-220.337,-72.144
0.678,1.266,0.458,18.738,-206.909,-78.918
0.689,1.264,0.429,10.254,-183.350,-91.919
0.674,1.152,0.409,4.028,-165.833,-109.131
0.632,0.944,0.382,-1.770,-154.480,-126.038
0.641,0.691,0.407,1.648,-148.132,-139.160
0.696,0.435,0.575,15.137,-148.682,-146.912
0.756,0.335,0.716,22.522,-144.836,-147.644
0.782,0.310,0.722,30.762,-133.362,-145.020
0.798,0.295,0.667,38.269,-121.704,-142.822
0.815,0.211,0.712,39.734,-114.624,-142.212
0.845,0.153,0.796,36.377,-107.361,-139.282
0.879,0.188,0.947,29.358,-97.900,-134.583
0.909,0.172,1.021,22.217,-83.984,-132.996
0.908,0.142,0.960,16.724,-66.711,-133.240
0.872,0.063,0.814,12.146,-51.208,-134.766
0.823,-0.137,0.759,10.498,-44.006,-137.024
0.837,-0.309,0.743,7.202,-39.978,-131.897
0.860,-0.427,0.770,6.409,-36.255,-120.728
0.871,-0.515,0.788,4.333,-31.677,-107.300
0.880,-0.549,0.789,0.793,-25.146,-91.797
0.890,-0.552,0.744,0.244,-17.944,-76.233
0.886,-0.498,0.681,0.427,-11.963,-60.730
0.899,-0.392,0.641,-3.967,-7.812,-46.753
0.888,-0.291,0.572,-6.836,-2.930,-36.011
0.919,-0.223,0.535,-9.705,-0.183,-29.053
0.940,-0.165,0.577,-11.658,-0.671,-25.208
0.925,-0.171,0.549,-9.033,1.709,-25.330
0.909,-0.208,0.477,-7.141,5.066,-25.940
0.901,-0.260,0.459,-4.883,5.615,-25.085
0.905,-0.271,0.441,-3.540,5.859,-21.912
0.912,-0.293,0.425,-1.648,6.836,-18.738
0.894,-0.304,0.414,-0.671,8.301,-14.893
0.908,-0.279,0.368,-1.587,10.925,-10.132
0.903,-0.258,0.371,0.366,11.658,-6.531
0.894,-0.239,0.355,-1.648,12.573,-4.150
0.900,-0.200,0.354,-2.197,12.939,-2.075
0.901,-0.138,0.332,-1.343,13.428,-0.488
0.898,-0.134,0.286,-0.610,13.855,-0.427
0.905,-0.142,0.295,-1.343,12.573,-0.061
0.904,-0.132,0.316,-1.099,11.475,1.831
0.913,-0.094,0.290,-1.526,12.573,3.906
0.917,-0.028,0.236,-2.747,12.634,5.005
0.921,-0.024,0.270,-0.244,9.705,3.479
0.915,-0.059,0.275,2.563,8.484,1.282
0.909,-0.074,0.227,4.089,9.094,1.648
0.917,-0.031,0.214,3.235,7.629,3.845
0.934,0.010,0.236,1.160,5.493,5.005
0.929,0.021,0.258,1.038,4.639,4.456
0.926,0.019,0.254,1.404,5.188,3.540
0.921,0.019,0.221,1.526,5.737,3.357
0.931,0.044,0.209,1.587,4.761,3.052
0.924,0.021,0.251,2.563,1.770,0.916
0.921,-0.025,0.267,5.188,0.854,-1.648
0.919,-0.058,0.267,7.324,0.610,-1.892
0.915,-0.059,0.266,7.629,1.221,-0.183
0.917,-0.041,0.229,5.859,1.831,2.014
0.931,-0.012,0.218,4.822,0.793,3.235
0.932,-0.027,0.261,3.784,-0.977,3.052

0.889,1.695,0.394,35.461,-35.645,-187.073
0.762,1.568,0.588,57.190,-38.208,-274.658
0.633,1.036,0.700,95.276,-28.076,-359.741
0.481,0.808,0.423,144.592,-7.324,-420.593
0.377,-0.027,0.514,185.059,-0.732,-472.717
0.357,-0.544,0.680,194.214,7.080,-477.295
0.402,-0.547,0.720,185.059,27.100,-445.190
0.388,-0.207,0.728,181.824,45.776,-412.781
0.288,-0.111,0.667,194.763,61.890,-408.203
0.095,-0.468,0.543,208.618,81.116,-420.715
0.018,-1.235,0.531,212.219,98.389,-421.814
-0.066,-1.868,0.542,203.125,114.319,-390.076
-0.070,-1.904,0.597,166.016,129.822,-322.937
-0.056,-1.980,0.795,134.216,142.883,-261.902
-0.128,-2.405,0.887,114.624,168.152,-214.905
-0.177,-2.610,0.753,84.351,203.735,-154.907
-0.169,-2.527,0.820,44.922,232.849,-79.468
-0.164,-2.455,0.764,7.385,265.320,-10.681
-0.231,-2.344,0.463,-15.503,296.387,42.969
-0.232,-2.056,0.281,-33.936,310.608,97.534
-0.253,-2.202,0.233,-42.297,315.247,139.832
-0.335,-2.130,0.048,-45.044,323.792,188.293
-0.325,-1.786,-0.252,-33.142,327.209,237.732
-0.300,-1.689,-0.246,-29.663,313.232,267.273
-0.340,-1.673,-0.288,-33.142,303.772,292.297
-0.383,-1.663,-0.510,-32.349,303.528,324.951
-0.400,-1.496,-0.706,-34.729,293.579,362.000
-0.422,-1.475,-0.768,-35.217,274.780,396.851
-0.529,-1.401,-1.042,-42.236,258.240,436.035
-0.544,-1.122,-1.195,-62.073,237.793,482.300
-0.488,-0.819,-1.193,-93.628,211.609,517.578
-0.383,-0.507,-1.103,-126.160,189.087,543.457
-0.219,-0.196,-0.951,-138.977,173.767,559.692
-0.158,0.157,-0.840,-136.047,167.480,565.918
-0.049,0.786,-0.967,-130.127,169.128,562.012
0.141,1.322,-1.098,-103.333,162.537,521.729
0.305,1.575,-1.161,-64.026,144.958,446.777
0.433,1.497,-1.199,-29.846,121.155,351.196
0.469,1.008,-1.292,1.343,97.656,259.460
0.506,0.400,-1.179,6.287,72.021,199.158
0.507,0.002,-1.117,-4.700,50.964,186.890
0.489,-0.169,-0.907,-13.489,33.997,209.656
0.462,0.057,-0.909,-31.860,26.672,249.939
0.441,0.413,-1.069,-44.739,22.766,275.452
0.442,0.614,-1.232,-53.223,7.263,273.804
0.474,0.715,-1.216,-50.476,-20.142,254.395
0.488,0.727,-1.084,-37.903,-52.307,228.333
0.502,0.758,-0.991,-18.250,-75.867,202.026
0.505,0.712,-1.010,10.193,-93.750,176.636
0.539,0.678,-0.809,30.945,-112.305,153.137
0.559,0.715,-0.621,41.687,-129.089,135.071
0.542,0.789,-0.590,48.706,-135.315,118.530
0.518,0.920,-0.745,51.819,-138.184,101.074
0.519,0.995,-0.756,63.293,-152.283,80.383
0.539,1.004,-0.606,78.613,-173.279,54.382
0.555,0.974,-0.449,93.323,-189.514,26.978
0.574,0.826,-0.375,105.286,-199.280,-1.953
0.608,0.578,-0.323,114.441,-203.735,-25.391
0.682,0.435,-0.209,125.122,-210.388,-39.063
0.746,0.427,0.127,139.771,-221.558,-45.410
0.819,0.402,0.319,153.931,-216.125,-53.101
0.816,0.258,0.240,158.081,-192.261,-61.035
0.790,0.260,0.169,148.132,-174.377,-63.782
0.799,0.515,0.249,133.606,-169.128,-58.960
0.822,0.740,0.390,128.296,-164.429,-61.829
0.838,0.800,0.482,129.333,-154.175,-77.820
0.851,0.693,0.476,131.470,-137.512,-100.952
0.852,0.533,0.400,133.606,-121.094,-122.986
0.819,0.369,0.255,138.672,-108.093,-139.587
0.804,0.202,0.122,136.414,-104.553,-150.696
0.845,0.113,0.287,136.841,-115.173,-155.334
0.874,0.044,0.481,145.691,-120.544,-153.809
0.884,-0.048,0.533,153.625,-113.281,-150.391
0.883,-0.154,0.588,154.358,-102.478,-140.991
0.908,-0.158,0.601,154.053,-89.722,-124.268
0.879,-0.115,0.587,157.227,-75.256,-105.103
0.941,-0.001,0.567,156.982,-63.782,-89.355
0.956,0.098,0.594,160.400,-55.969,-77.515
0.970,0.158,0.697,150.391,-49.255,-75.378
0.961,0.074,0.679,150.024,-38.452,-81.116
0.936,0.032,0.532,141.968,-22.217,-79.529
0.872,-0.123,0.424,131.531,-13.489,-76.477
0.881,-0.268,0.417,127.319,-13.611,-72.876
0.887,-0.239,0.441,114.990,-11.169,-53.772
0.901,-0.178,0.499,96.375,-7.568,-35.828
0.911,-0.122,0.498,89.722,-2.869,-25.330
0.898,-0.127,0.460,90.210,5.005,-19.043
0.910,-0.169,0.454,85.938,8.850,-14.771
0.918,-0.139,0.459,86.121,9.827,-8.423
0.929,-0.067,0.411,89.172,10.498,-2.930
0.930,0.051,0.390,84.900,8.667,-1.221
0.932,0.100,0.430,70.679,6.348,-2.869
0.940,0.085,0.425,61.768,6.592,-7.385
0.920,0.025,0.401,50.232,9.033,-10.986
0.918,-0.039,0.443,35.767,9.949,-11.902
0.913,-0.084,0.462,25.024,12.390,-10.498
0.927,-0.050,0.438,17.456,16.357,-7.446
0.916,-0.048,0.378,15.137,18.738,-6.042
0.910,-0.075,0.362,13.367,16.785,-6.348
0.904,-0.112,0.346,13.306,14.343,-5.249
0.914,-0.123,0.327,13.794,12.085,-2.930
0.919,-0.106,0.353,14.526,9.460,-0.549
0.908,-0.108,0.375,14.832,8.545,1.404
0.904,-0.093,0.335,15.320,9.827,3.113
0.917,-0.038,0.338,16.296,9.338,4.700
0.923,-0.003,0.354,18.005,9.155,3.967
0.915,-0.056,0.356,18.494,10.071,0.549
0.918,-0.078,0.312,17.883,12.451,-0.427
0.913,-0.057,0.292,17.212,12.695,0.427
0.894,-0.056,0.264,14.099,10.376,0.305
0.893,-0.043,0.260,12.085,6.226,-0.427
0.904,-0.072,0.307,10.742,2.319,-0.977
0.919,-0.090,0.344,7.996,0.061,-0.916
0.915,-0.060,0.326,9.094,-0.244,-0.183
0.916,-0.075,0.376,8.972,-0.488,-0.244
0.916,-0.077,0.383,6.409,1.221,-0.061
0.903,-0.068,0.324,6.409,3.845,0.916
0.905,-0.072,0.305,4.944,4.456,1.282
0.902,-0.085,0.320,3.235,2.563,1.831

0.985,1.448,0.348,74.951,-17.395,-120.911
0.937,1.613,0.459,82.520,-20.752,-182.556
0.838,1.488,0.502,91.431,-16.846,-249.451
0.765,1.445,0.409,150.391,-11.230,-320.923
0.674,0.877,0.585,234.497,-9.094,-396.545
0.593,0.418,0.697,261.658,2.747,-433.289
0.486,0.136,0.599,264.038,26.978,-440.552
0.413,-0.016,0.948,232.971,43.579,-428.589
0.360,-0.385,1.442,193.420,69.397,-418.091
0.237,-0.734,1.539,159.424,117.126,-404.114
0.108,-1.140,1.499,119.812,166.016,-379.944
0.017,-1.662,1.520,92.773,201.172,-351.501
-0.119,-1.874,1.551,80.200,228.943,-306.885
-0.317,-2.141,1.320,69.946,264.282,-258.911
-0.447,-2.483,1.048,66.772,295.471,-215.454
-0.559,-2.646,0.793,67.444,314.514,-163.391
-0.660,-2.751,0.545,66.772,325.256,-105.652
-0.718,-2.661,0.233,64.880,330.444,-45.227
-0.726,-2.441,-0.005,59.448,327.576,10.498
-0.723,-2.308,-0.245,56.580,319.092,55.359
-0.700,-2.281,-0.474,56.396,306.824,93.811
-0.690,-2.336,-0.615,56.641,289.307,134.399
-0.644,-2.183,-0.719,75.012,266.785,180.542
-0.571,-1.859,-0.785,96.619,241.699,225.586
-0.526,-1.622,-0.685,100.891,215.820,257.324
-0.511,-1.593,-0.706,95.581,199.524,284.241
-0.517,-1.440,-0.746,82.397,189.880,318.909
-0.506,-1.201,-0.783,75.073,178.772,357.422
-0.527,-0.895,-0.941,74.707,171.753,389.404
-0.520,-0.731,-1.208,76.660,162.231,410.889
-0.531,-0.473,-1.447,77.637,144.470,426.575
-0.534,-0.272,-1.592,67.932,118.042,435.425
-0.598,-0.109,-1.925,58.716,92.041,434.631
-0.525,0.007,-2.092,42.053,58.411,432.739
-0.465,0.089,-2.087,15.381,13.489,432.373
-0.458,0.456,-2.195,-3.845,-28.381,439.941
-0.368,0.887,-2.280,-21.606,-67.688,442.200
-0.240,1.146,-2.072,-34.790,-117.310,423.157
-0.124,1.308,-1.752,-39.001,-163.208,393.005
-0.038,1.451,-1.512,-25.513,-194.824,354.614
-0.019,1.646,-1.449,6.042,-221.069,308.655
0.064,1.737,-1.230,25.818,-250.916,257.019
0.105,1.424,-0.928,37.720,-277.771,199.402
0.197,1.225,-0.548,40.100,-293.884,157.715
0.291,1.365,-0.321,44.739,-300.476,139.404
0.410,1.541,-0.104,42.114,-301.331,121.704
0.470,1.776,-0.091,25.818,-293.823,95.764
0.552,1.886,-0.068,9.888,-286.743,58.594
0.571,1.751,0.190,-8.423,-288.696,16.602
0.601,1.489,0.554,-23.499,-287.292,-20.813
0.635,1.261,0.706,-22.949,-274.475,-52.979
0.681,1.118,0.712,-16.052,-255.371,-80.811
0.783,0.964,0.989,-13.977,-245.605,-104.492
0.904,0.767,1.421,-4.578,-231.445,-124.817
0.968,0.457,1.508,11.902,-193.787,-142.517
0.948,0.088,1.354,27.222,-150.513,-155.457
0.897,-0.216,1.129,42.175,-114.990,-156.128
0.877,-0.371,0.965,42.725,-88.928,-142.639
0.905,-0.471,1.003,28.442,-71.350,-123.047
0.930,-0.446,1.027,6.409,-51.331,-99.670
0.961,-0.411,1.019,-8.667,-29.541,-79.102
0.956,-0.480,0.972,-11.963,-11.353,-65.613
0.987,-0.526,0.921,-4.456,4.395,-55.420
0.984,-0.585,0.862,13.855,16.602,-44.922
0.981,-0.532,0.767,35.645,26.855,-33.752
0.930,-0.468,0.472,55.298,36.438,-23.254
0.927,-0.486,0.343,62.622,38.879,-14.282
0.929,-0.432,0.462,55.786,34.973,-1.831
0.905,-0.280,0.266,48.523,42.603,12.573
0.895,-0.146,0.050,36.133,46.692,22.949
0.958,-0.112,0.219,20.691,36.255,28.259
1.012,-0.050,0.493,12.695,28.992,31.616
1.018,0.049,0.442,26.978,34.912,31.311
1.016,0.183,0.366,45.959,38.879,26.367
0.999,0.227,0.287,59.570,38.025,16.357
0.999,0.188,0.226,65.552,36.438,6.897
1.000,0.117,0.293,64.758,32.715,0.305
0.966,0.035,0.205,63.904,33.691,-2.075
0.925,0.051,0.047,57.556,35.522,-0.244
0.919,0.066,0.022,46.692,30.029,2.930
0.941,0.101,0.093,32.593,22.095,5.127
0.944,0.096,0.104,22.583,18.188,5.615
0.944,0.095,0.096,19.043,15.442,4.639
0.943,0.094,0.100,22.583,10.742,2.686
0.941,0.051,0.164,26.978,7.629,-0.549
0.930,0.042,0.119,31.799,8.850,-1.587
0.929,0.047,0.082,36.865,8.667,-2.075
0.926,0.044,0.068,38.818,5.249,-2.441
0.934,0.076,0.093,36.804,0.793,-2.930
0.941,0.066,0.139,30.334,-1.282,-3.540
0.945,0.032,0.154,24.292,-1.770,-5.005
0.937,0.039,0.136,20.264,-1.770,-4.333
0.947,0.082,0.150,17.700,-2.808,-3.174
0.948,0.066,0.141,17.395,-3.784,-4.333
0.951,0.057,0.135,16.907,-4.700,-5.554
0.960,0.085,0.162,18.982,-6.226,-5.920
0.958,0.089,0.158,22.339,-7.568,-7.080
0.952,-0.007,0.160,23.132,-8.484,-9.216
0.963,-0.015,0.179,23.010,-9.094,-7.568
0.956,0.021,0.151,23.376,-8.728,-4.089
0.959,0.038,0.170,21.423,-8.667,-2.625
0.964,0.036,0.166,18.738,-8.362,-2.319
0.970,0.050,0.180,16.479,-8.667,-2.136
0.981,0.118,0.209,15.015,-9.644,-2.014
0.987,0.102,0.226,13.489,-9.827,-4.211
0.997,0.066,0.248,12.146,-9.338,-7.996
0.990,0.053,0.247,15.442,-9.033,-10.620
0.986,0.058,0.262,17.212,-8.850,-11.902
0.982,0.028,0.262,19.287,-7.935,-13.611
0.977,-0.030,0.232,18.555,-5.737,-15.015
0.964,-0.066,0.209,14.404,-5.005,-13.550
0.961,-0.084,0.182,9.033,-5.615,-10.925
0.968,-0.056,0.237,3.296,-7.996,-7.324
0.975,-0.064,0.274,1.221,-7.996,-5.127
0.978,-0.090,0.275,-0.061,-6.287,-3.967
0.967,-0.077,0.269,1.038,-4.883,-2.319
0.963,-0.069,0.252,2.808,-3.540,-0.977
0.965,-0.076,0.239,2.014,-2.197,0.122
0.971,-0.056,0.257,2.686,-2.380,1.038

0.936,1.493,0.620,92.651,-56.091,-230.652
0.834,1.261,0.605,115.784,-44.312,-295.532
0.715,1.004,0.514,141.296,-32.288,-352.051
0.602,0.887,0.692,159.851,-27.344,-388.977
0.459,0.592,1.019,162.781,-17.944,-418.518
0.359,-0.169,1.066,166.809,10.681,-445.251
0.280,-0.726,1.045,156.982,43.396,-444.397
0.259,-1.028,1.169,141.541,67.505,-416.382
0.255,-1.130,1.353,132.812,90.881,-382.324
0.160,-1.103,1.491,125.854,120.300,-352.417
0.005,-1.436,1.556,120.789,154.602,-330.444
-0.103,-1.902,1.518,112.366,195.312,-301.636
-0.228,-2.133,1.564,88.501,233.704,-255.310
-0.355,-2.312,1.494,74.768,271.362,-203.735
-0.510,-2.578,1.187,68.115,312.805,-154.358
-0.602,-2.788,0.836,61.157,344.177,-102.783
-0.689,-2.770,0.498,65.063,357.239,-46.143
-0.757,-2.403,0.261,81.543,354.919,11.902
-0.811,-2.153,-0.059,95.764,347.107,53.955
-0.824,-2.114,-0.343,107.056,333.801,83.557
-0.826,-2.170,-0.502,113.342,312.561,112.305
-0.790,-2.142,-0.609,131.531,287.720,145.691
-0.741,-1.963,-0.613,158.875,257.874,181.885
-0.679,-1.803,-0.565,180.542,229.431,213.684
-0.701,-1.778,-0.421,189.636,207.642,243.652
-0.695,-1.693,-0.321,185.608,196.167,280.640
-0.745,-1.468,-0.427,189.880,193.115,326.660
-0.785,-1.215,-0.648,184.265,191.895,368.896
-0.850,-1.017,-0.789,174.255,182.434,406.372
-0.942,-0.789,-0.826,146.606,171.143,441.284
-1.020,-0.506,-0.916,117.920,165.344,471.375
-0.966,-0.027,-1.136,103.821,158.997,495.178
-0.948,0.471,-1.399,105.652,143.494,507.080
-0.877,0.768,-1.553,84.412,119.385,498.474
-0.735,1.012,-1.667,65.063,94.238,476.929
-0.679,1.308,-1.978,62.012,70.435,451.538
-0.623,1.570,-2.301,57.861,38.147,417.419
-0.505,1.849,-2.550,53.772,-6.409,376.953
-0.397,2.078,-2.782,55.359,-59.021,329.956
-0.281,2.205,-2.613,52.368,-122.559,276.123
-0.141,2.235,-2.211,61.646,-186.890,214.966
-0.059,2.311,-1.990,88.684,-237.000,146.912
-0.025,2.134,-1.765,112.427,-280.090,72.327
0.018,1.761,-1.442,118.713,-320.679,3.174
0.103,1.407,-0.923,112.061,-351.990,-44.495
0.245,1.180,-0.421,103.577,-362.488,-72.144
0.378,1.076,-0.095,102.844,-350.342,-86.121
0.458,1.021,-0.037,100.891,-325.317,-97.290
0.481,0.951,-0.182,89.294,-302.063,-108.582
0.499,0.734,-0.194,71.106,-294.983,-120.544
0.511,0.466,0.081,42.786,-299.438,-126.648
0.555,0.261,0.414,17.273,-298.706,-123.657
0.644,0.183,0.620,9.216,-286.743,-113.770
0.670,0.151,0.604,8.606,-266.541,-104.065
0.700,0.180,0.538,0.061,-247.559,-96.069
0.758,0.131,0.733,-6.531,-239.502,-92.529
0.843,-0.004,1.053,-7.874,-229.980,-93.384
0.940,-0.139,1.329,-1.282,-204.895,-92.163
1.034,-0.114,1.530,10.803,-170.837,-86.365
1.069,0.015,1.477,35.461,-131.836,-82.275
1.037,-0.036,1.277,61.951,-94.299,-88.806
0.987,-0.197,0.990,80.566,-64.270,-97.717
0.920,-0.352,0.709,88.379,-44.128,-99.182
0.904,-0.470,0.554,85.205,-33.386,-91.614
0.930,-0.569,0.598,71.350,-27.405,-76.965
0.962,-0.579,0.642,47.485,-18.616,-57.129
0.992,-0.494,0.637,29.175,-7.568,-37.659
1.002,-0.340,0.589,19.958,0.977,-23.010
1.009,-0.216,0.523,14.709,7.202,-15.320
1.000,-0.198,0.482,14.465,12.207,-14.587
0.983,-0.225,0.386,19.104,16.846,-16.113
0.967,-0.206,0.233,24.292,18.555,-15.503
0.949,-0.171,0.134,28.320,14.709,-14.526
0.962,-0.170,0.186,25.269,7.324,-14.221
0.986,-0.191,0.256,22.461,3.662,-13.245
0.982,-0.209,0.244,21.118,5.188,-10.742
0.972,-0.175,0.216,18.188,6.531,-6.165
0.996,-0.049,0.196,12.817,6.470,-1.770
0.997,0.025,0.208,9.583,6.592,-1.404
0.985,-0.006,0.229,6.287,6.653,-4.761
0.972,-0.052,0.187,6.348,8.606,-7.935
0.967,-0.077,0.208,7.935,7.202,-9.033
0.948,-0.107,0.190,8.911,7.019,-8.972
0.937,-0.136,0.116,5.981,7.751,-7.080
0.950,-0.107,0.046,1.709,6.042,-3.540
0.950,-0.130,0.113,2.441,0.244,-2.502
0.940,-0.177,0.155,4.333,-2.380,-2.380
0.936,-0.183,0.157,7.629,-2.563,-1.221
0.950,-0.153,0.218,11.169,-3.418,1.770
0.948,-0.134,0.237,12.268,-2.441,4.089
0.939,-0.121,0.186,11.414,0.671,5.981
0.941,-0.106,0.110,7.935,2.319,8.423
0.959,-0.071,0.167,4.395,-1.221,9.705
0.973,-0.032,0.255,4.761,-4.333,9.216
0.970,-0.033,0.255,6.775,-2.319,7.202
0.968,-0.045,0.253,9.521,-0.305,5.493
0.971,-0.031,0.240,11.108,0.916,5.371
0.965,-0.001,0.196,10.986,1.709,5.432
0.973,-0.001,0.209,9.705,0.244,4.456
0.977,0.001,0.242,8.179,-0.916,3.601
0.974,0.012,0.237,6.042,0.122,3.479
0.976,0.038,0.219,3.052,1.831,3.418
0.985,0.030,0.210,2.014,1.953,1.892
0.977,-0.026,0.243,0.732,0.793,-0.977
0.966,-0.054,0.228,1.526,1.404,-2.136
0.968,-0.044,0.194,2.930,2.258,-1.953
0.970,-0.060,0.215,2.808,0.793,-2.075
0.970,-0.087,0.232,1.465,0.366,-2.258
0.968,-0.099,0.215,1.648,1.587,-2.136
0.966,-0.097,0.222,2.014,1.343,-1.465
0.970,-0.066,0.203,1.892,1.648,-0.244
0.976,-0.065,0.152,4.700,1.343,-0.916
0.974,-0.123,0.219,4.150,-1.526,-2.197
0.976,-0.092,0.233,2.808,-1.221,-0.977
0.976,-0.051,0.211,4.150,0.671,0.244
0.974,-0.035,0.196,2.747,1.892,0.549
0.972,-0.042,0.196,0.000,2.625,0.610
0.975,-0.050,0.177,-1.221,3.784,0.549
0.978,-0.040,0.163,-0.610,4.211,-0.061

0.943,0.926,0.829,93.994,-62.378,-192.749
0.864,0.854,0.936,91.736,-49.194,-225.342
0.780,0.820,1.169,85.144,-36.865,-256.409
0.700,0.745,1.443,74.707,-19.531,-287.048
0.507,0.573,1.549,66.345,7.263,-318.115
0.370,0.158,1.723,58.350,37.170,-344.849
0.253,-0.542,1.881,48.889,70.618,-364.990
0.167,-1.159,1.965,42.419,110.962,-363.464
0.088,-1.575,2.051,31.128,150.818,-339.294
0.011,-1.791,1.978,23.437,193.970,-306.458
-0.091,-1.933,1.907,20.325,230.774,-269.531
-0.253,-2.120,1.756,27.893,260.803,-236.145
-0.405,-2.308,1.548,36.926,288.086,-199.524
-0.544,-2.429,1.291,40.955,313.599,-157.898
-0.654,-2.505,0.978,42.480,333.740,-113.953
-0.734,-2.708,0.770,42.664,344.788,-71.655
-0.793,-2.691,0.533,43.884,350.952,-24.658
-0.811,-2.625,0.254,54.688,353.577,20.081
-0.813,-2.504,0.104,69.885,344.849,59.509
-0.796,-2.293,-0.065,89.478,333.008,95.764
-0.800,-2.008,-0.304,110.046,318.665,127.686
-0.780,-1.884,-0.524,125.916,299.072,151.672
-0.745,-1.794,-0.657,134.583,275.024,175.598
-0.689,-1.685,-0.736,139.893,252.197,203.247
-0.611,-1.459,-0.799,142.212,230.652,233.215
-0.580,-1.123,-0.858,140.808,209.900,259.705
-0.508,-0.780,-0.928,135.803,191.284,278.503
-0.435,-0.531,-0.892,131.470,171.997,286.987
-0.389,-0.347,-0.890,124.146,156.433,288.025
-0.345,-0.193,-0.928,120.911,144.409,287.598
-0.315,-0.058,-0.984,125.916,133.972,286.560
-0.298,0.058,-1.091,127.930,123.535,285.095
-0.286,0.189,-1.203,128.235,111.328,283.752
-0.277,0.349,-1.357,129.639,96.680,281.738
-0.277,0.486,-1.599,133.179,79.163,278.015
-0.281,0.628,-1.892,122.070,59.265,274.414
-0.254,0.734,-2.137,94.482,34.973,271.362
-0.166,0.869,-2.189,65.735,2.808,268.066
-0.102,1.077,-2.104,44.800,-33.203,262.024
-0.025,1.214,-1.972,29.785,-65.613,246.338
0.038,1.256,-1.777,28.198,-97.046,219.543
0.114,1.267,-1.616,34.119,-122.131,189.575
0.145,1.234,-1.530,43.457,-139.648,159.485
0.185,1.159,-1.480,52.368,-154.480,131.226
0.219,1.125,-1.434,58.289,-169.250,108.765
0.259,1.103,-1.338,63.049,-186.584,91.003
0.310,1.020,-1.153,63.293,-204.895,75.806
0.367,0.930,-0.921,61.951,-219.482,65.430
0.408,0.909,-0.705,59.937,-228.271,61.035
0.484,1.040,-0.514,54.688,-231.506,60.608
0.557,1.290,-0.394,45.959,-231.812,58.594
0.596,1.427,-0.356,41.504,-230.103,46.753
0.609,1.387,-0.362,32.654,-226.685,27.039
0.614,1.226,-0.276,24.536,-228.821,5.676
0.612,1.023,-0.154,20.935,-232.666,-11.230
0.648,0.885,0.069,17.822,-234.741,-21.973
0.701,0.808,0.381,15.503,-232.910,-27.832
0.792,0.821,0.587,16.541,-221.436,-30.823
0.834,0.899,0.651,15.076,-202.881,-33.386
0.874,0.978,0.673,8.606,-183.716,-38.513
0.896,1.029,0.688,3.601,-165.894,-47.424
0.916,1.024,0.731,4.150,-151.062,-61.462
0.922,0.944,0.787,11.414,-138.611,-80.322
0.919,0.775,0.746,24.719,-125.183,-100.464
0.899,0.525,0.677,39.124,-112.488,-118.530
0.891,0.274,0.633,46.387,-102.417,-128.784
0.907,0.021,0.623,52.490,-95.520,-131.409
0.922,-0.111,0.624,50.842,-88.562,-125.671
0.932,-0.103,0.592,39.734,-78.735,-113.464
0.957,-0.094,0.608,27.832,-69.824,-102.539
0.978,-0.149,0.641,18.311,-62.256,-96.313
0.980,-0.171,0.627,18.494,-53.406,-91.064
0.976,-0.165,0.592,23.987,-45.532,-86.487
0.963,-0.179,0.579,26.672,-40.588,-82.642
0.954,-0.234,0.539,29.541,-34.790,-79.712
0.960,-0.314,0.480,33.936,-28.137,-76.660
0.955,-0.401,0.483,35.889,-24.292,-71.228
0.939,-0.448,0.459,34.119,-19.836,-61.829
0.948,-0.472,0.439,28.748,-14.771,-49.500
0.959,-0.471,0.471,20.752,-11.047,-36.621
0.963,-0.439,0.481,13.428,-5.615,-24.109
0.951,-0.425,0.445,7.507,1.404,-13.855
0.928,-0.349,0.351,4.089,7.996,-4.700
0.938,-0.176,0.227,0.671,11.169,2.563
0.961,-0.107,0.258,-6.042,8.057,3.906
0.951,-0.124,0.299,-10.620,6.348,2.014
0.936,-0.129,0.253,-8.728,8.423,1.221
0.938,-0.075,0.217,-5.249,8.240,2.686
0.943,-0.004,0.185,-3.540,6.958,3.418
0.944,-0.021,0.238,-2.808,4.517,0.916
0.935,-0.068,0.241,0.488,3.906,-1.892
0.919,-0.088,0.198,4.578,4.761,-2.197
0.917,-0.086,0.182,5.981,3.967,-1.282
0.934,-0.079,0.179,7.202,2.319,0.366
0.931,-0.105,0.175,9.399,1.648,0.977
0.922,-0.111,0.200,9.766,-0.183,2.991
0.927,-0.085,0.229,10.193,-1.160,5.920
0.932,-0.051,0.240,10.132,-0.671,8.850
0.926,-0.028,0.211,8.362,0.732,11.353
