aX,aY,aZ,gX,gY,gZ
-0.770,-2.112,0.215,68.970,362.061,77.881
-0.780,-1.945,0.064,75.989,364.746,111.328
-0.780,-1.973,-0.057,85.144,361.694,136.597
-0.831,-1.790,-0.257,93.628,361.206,166.992
-0.834,-1.578,-0.499,102.234,354.675,199.036
-0.809,-1.345,-0.573,109.863,336.853,223.083
-0.798,-1.074,-0.728,117.432,321.960,242.798
-0.804,-0.803,-0.936,121.155,309.814,257.263
-0.780,-0.611,-1.002,124.084,291.321,267.639
-0.749,-0.450,-1.077,122.742,271.912,275.818
-0.771,-0.385,-1.173,127.014,254.761,283.691
-0.773,-0.225,-1.287,122.620,239.685,296.021
-0.749,0.031,-1.449,114.197,224.121,308.899
-0.727,0.182,-1.560,97.595,208.679,313.354
-0.739,0.130,-1.611,76.721,192.261,309.998
-0.740,0.193,-1.780,59.937,181.213,309.692
-0.712,0.330,-1.995,53.284,166.077,310.364
-0.648,0.427,-2.063,50.476,139.587,306.702
-0.577,0.622,-2.047,49.866,109.253,299.316
-0.515,0.786,-2.128,57.434,80.566,279.053
-0.454,0.921,-2.241,72.083,52.673,250.305
-0.396,0.902,-2.258,84.473,22.278,214.722
-0.342,0.787,-2.238,97.229,-12.634,177.490
-0.280,0.687,-2.185,108.337,-49.072,147.827
-0.260,0.638,-2.142,117.493,-83.984,126.648
-0.258,0.603,-2.188,124.634,-118.286,108.826
-0.233,0.604,-2.288,127.686,-154.175,93.750
-0.224,0.610,-2.170,125.305,-197.632,83.191
-0.235,0.660,-1.964,112.366,-243.347,76.904
-0.257,0.749,-1.860,99.731,-281.982,71.228
-0.221,0.976,-1.518,87.708,-325.745,65.247
-0.119,1.310,-1.043,74.768,-368.713,55.786
0.021,1.466,-0.607,65.918,-391.724,32.104
0.096,1.396,-0.412,59.937,-388.611,-1.221
0.116,1.209,-0.521,66.162,-374.146,-34.546
0.119,0.993,-0.546,77.271,-372.803,-62.439
0.133,0.736,-0.296,84.167,-381.836,-84.167
0.178,0.558,-0.042,88.379,-390.991,-96.191
0.247,0.555,0.098,89.050,-387.024,-99.792
0.335,0.533,0.346,89.417,-385.315,-104.614
0.392,0.367,0.597,93.384,-377.747,-114.258
0.464,0.271,0.713,95.398,-357.300,-117.493
0.524,0.270,0.809,96.924,-334.412,-113.770
0.635,0.304,1.015,98.633,-315.430,-112.183
0.746,0.248,1.301,98.145,-292.358,-115.417
0.855,0.102,1.494,98.083,-260.132,-121.765
0.893,-0.027,1.496,101.135,-218.079,-125.793
0.901,-0.124,1.382,95.337,-174.988,-125.122
0.876,-0.286,1.283,81.360,-137.817,-119.690
0.860,-0.418,1.159,60.181,-105.530,-107.910
0.853,-0.534,1.029,43.274,-78.308,-91.736
0.865,-0.506,0.946,32.166,-60.120,-72.205
0.890,-0.360,0.839,29.663,-47.546,-55.054
0.901,-0.270,0.771,40.222,-39.368,-47.058
0.898,-0.397,0.817,51.575,-34.729,-47.546
0.913,-0.393,0.724,60.486,-25.024,-43.091
0.922,-0.304,0.697,62.378,-16.052,-34.180
0.946,-0.245,0.749,55.054,-9.705,-27.954
0.951,-0.219,0.769,46.570,2.563,-22.766
0.951,-0.153,0.701,34.790,16.968,-17.578
0.935,-0.127,0.581,25.696,28.992,-14.343
0.922,-0.133,0.424,20.508,38.086,-13.123
0.919,-0.144,0.345,16.052,38.452,-11.719
0.921,-0.146,0.260,11.414,37.354,-10.315
0.909,-0.177,0.178,11.780,31.006,-9.338
0.920,-0.203,0.131,12.695,26.855,-7.629
0.939,-0.151,0.140,15.076,18.433,-5.127
0.943,-0.083,0.183,18.616,8.667,-4.333
0.947,-0.094,0.225,19.836,7.080,-5.676
0.961,-0.136,0.304,15.625,4.822,-5.554
0.988,-0.080,0.423,8.057,5.676,-2.197
1.027,0.067,0.462,0.793,9.827,0.427
1.027,0.085,0.520,-0.427,15.137,-3.296
1.009,0.021,0.498,2.502,21.667,-10.376
0.975,-0.079,0.350,7.202,29.785,-15.625
0.944,-0.149,0.243,9.705,33.752,-16.418
0.929,-0.191,0.169,8.789,31.494,-13.977
0.945,-0.160,0.084,7.812,30.090,-10.132
0.939,-0.171,0.097,8.484,23.865,-7.996
0.942,-0.201,0.134,9.766,17.761,-6.653
0.929,-0.169,0.099,12.817,15.503,-3.357
0.924,-0.128,0.045,14.526,11.292,-1.038
0.934,-0.146,0.074,12.939,7.202,0.366
0.949,-0.122,0.104,9.277,1.526,2.747
0.945,-0.121,0.157,6.836,0.610,4.517
0.947,-0.101,0.191,4.517,-0.671,5.615
0.954,-0.035,0.186,1.953,0.610,7.324
0.972,0.032,0.154,0.549,1.099,6.775
0.974,-0.026,0.210,0.916,-1.587,2.808
0.974,-0.071,0.204,1.526,-1.404,0.183
0.970,-0.053,0.160,1.770,-0.793,1.404
0.982,-0.029,0.187,1.221,0.366,2.319
0.984,0.002,0.151,2.869,-2.625,1.587
0.982,-0.052,0.189,4.333,-4.089,-1.282

1.132,1.536,0.839,146.729,-143.005,-127.686
1.039,1.462,0.731,185.303,-125.977,-175.110
0.934,1.272,0.623,211.670,-109.558,-221.924
0.894,1.088,0.744,214.294,-101.990,-259.827
0.842,0.964,1.135,204.041,-91.675,-290.100
0.752,0.941,1.394,183.655,-66.101,-316.833
0.607,0.890,1.578,156.616,-32.043,-344.971
0.427,0.653,1.696,134.033,3.479,-376.282
0.214,0.151,1.583,120.850,44.128,-405.884
0.049,-0.327,1.439,105.164,83.252,-422.974
-0.039,-0.686,1.411,93.445,111.938,-423.767
-0.137,-1.026,1.427,102.112,135.681,-416.321
-0.347,-1.120,1.400,112.366,161.743,-396.484
-0.461,-1.507,1.336,126.099,190.063,-383.362
-0.540,-1.874,1.462,125.610,218.872,-358.582
-0.684,-2.288,1.356,107.117,256.409,-314.636
-0.773,-2.534,0.996,72.510,298.340,-258.728
-0.820,-2.572,0.750,50.720,319.397,-198.853
-0.844,-2.612,0.635,43.579,325.256,-145.203
-0.883,-2.507,0.451,43.640,331.604,-96.375
-0.939,-2.288,0.260,46.570,330.933,-51.758
-0.989,-2.287,0.116,53.406,327.942,-19.714
-1.041,-2.473,0.065,51.880,323.303,10.986
-1.076,-2.518,0.022,40.466,317.200,50.903
-1.082,-2.393,-0.084,34.973,313.904,94.666
-1.104,-2.427,-0.090,44.983,303.833,128.845
-1.091,-2.417,0.032,50.659,287.781,164.185
-1.086,-2.349,-0.008,64.941,283.752,204.224
-1.078,-2.206,-0.234,89.661,278.503,244.324
-1.052,-1.865,-0.461,102.234,266.174,285.706
-1.040,-1.593,-0.447,109.680,246.826,320.007
-0.964,-1.390,-0.418,112.854,230.103,346.191
-0.936,-1.221,-0.472,116.455,220.276,369.507
-0.892,-1.102,-0.587,114.014,209.595,389.771
-0.837,-1.023,-0.570,108.459,194.702,408.875
-0.808,-0.817,-0.525,98.572,183.716,430.969
-0.832,-0.528,-0.610,91.614,177.124,451.050
-0.811,-0.200,-0.720,87.280,175.293,463.013
-0.762,0.021,-0.859,87.708,173.096,463.013
-0.754,0.122,-1.026,85.754,162.903,453.247
-0.739,0.185,-1.226,85.876,150.513,442.749
-0.696,0.318,-1.290,77.576,131.592,436.279
-0.647,0.507,-1.351,65.308,111.755,432.861
-0.613,0.677,-1.501,60.120,93.689,423.279
-0.594,0.776,-1.706,51.758,75.134,408.875
-0.535,0.800,-1.872,36.316,51.575,394.714
-0.495,0.860,-1.934,22.217,22.888,385.315
-0.459,1.044,-1.923,8.789,-5.737,380.127
-0.378,1.264,-1.993,1.343,-33.813,369.263
-0.279,1.415,-1.952,-0.977,-64.392,347.534
-0.204,1.573,-1.818,8.240,-97.534,317.200
-0.080,1.728,-1.554,31.921,-128.357,277.771
0.024,1.847,-1.290,71.167,-151.855,225.220
0.098,1.699,-1.103,113.586,-166.687,161.011
0.136,1.451,-1.113,146.545,-176.941,102.051
0.105,1.295,-1.256,167.725,-187.683,62.195
0.120,1.359,-1.258,170.654,-206.055,37.415
0.152,1.251,-1.050,166.626,-230.530,13.977
0.204,0.942,-0.771,154.663,-245.178,-6.958
0.231,0.746,-0.590,135.315,-241.760,-11.780
0.315,0.942,-0.386,106.567,-232.300,-1.587
0.399,1.359,-0.180,72.754,-226.746,8.728
0.490,1.716,-0.128,54.016,-212.036,2.136
0.514,1.910,-0.200,43.884,-192.810,-22.156
0.526,2.011,-0.245,37.903,-187.134,-55.481
0.552,2.064,-0.102,38.025,-189.697,-93.933
0.533,1.954,0.043,50.354,-189.148,-137.451
0.525,1.728,0.029,67.749,-182.556,-184.570
0.477,1.408,-0.034,89.172,-175.110,-228.882
0.452,0.997,0.008,109.009,-177.124,-266.235
0.499,0.498,0.154,127.808,-176.514,-294.006
0.557,0.016,0.318,137.512,-166.931,-302.368
0.649,-0.222,0.453,139.954,-155.273,-286.316
0.727,-0.152,0.567,135.437,-138.794,-255.798
0.798,0.116,0.635,126.587,-120.911,-228.149
0.791,0.344,0.685,119.629,-105.225,-214.172
0.768,0.297,0.637,119.812,-89.233,-220.886
0.704,0.158,0.530,122.131,-72.937,-230.225
0.682,-0.244,0.487,123.840,-64.148,-236.389
0.683,-0.755,0.463,118.286,-57.068,-231.140
0.749,-1.063,0.472,105.347,-50.415,-205.750
0.811,-1.042,0.565,92.407,-43.640,-167.236
0.853,-0.899,0.635,77.515,-35.583,-132.263
0.892,-0.788,0.653,65.125,-27.283,-105.591
0.936,-0.693,0.675,53.162,-18.799,-84.412
0.952,-0.528,0.709,40.527,-8.789,-66.895
0.935,-0.403,0.661,34.180,3.601,-55.176
0.920,-0.399,0.544,28.809,15.381,-49.194
0.899,-0.526,0.470,21.240,18.799,-44.128
0.886,-0.598,0.403,11.841,21.118,-33.264
0.884,-0.618,0.328,1.099,26.123,-18.677
0.901,-0.567,0.248,-5.920,27.649,-5.920
0.903,-0.526,0.218,-3.662,23.926,2.380
0.904,-0.498,0.236,0.549,19.653,7.568
0.914,-0.406,0.187,11.719,16.602,12.573
0.929,-0.277,0.151,25.146,13.428,14.343
0.942,-0.195,0.165,33.325,9.094,11.292
0.934,-0.134,0.145,34.546,6.958,5.615
0.913,-0.137,0.104,34.607,4.639,0.549
0.925,-0.151,0.140,28.076,-1.587,-1.587
0.936,-0.214,0.182,18.066,-2.136,-1.221
0.946,-0.228,0.196,6.042,2.441,1.282
0.955,-0.223,0.220,-3.113,2.625,4.028
0.956,-0.192,0.230,-7.141,5.615,6.104
0.947,-0.197,0.188,-7.690,9.399,6.897
0.942,-0.217,0.145,-6.287,7.568,7.629
0.973,-0.184,0.111,-3.906,9.155,9.766
0.956,-0.214,0.048,2.258,6.165,10.193
0.944,-0.201,0.035,3.174,0.366,11.597
0.948,-0.142,0.046,2.808,-3.235,14.648
0.962,-0.078,0.052,2.930,-3.662,16.663
0.974,-0.076,0.099,2.014,-5.127,16.602
0.997,-0.028,0.139,2.563,-7.080,16.052
1.001,0.038,0.167,6.409,-9.155,13.855
1.002,0.035,0.190,11.047,-10.132,7.446
1.000,0.011,0.231,15.503,-9.155,1.831
0.993,-0.023,0.225,17.029,-7.812,-1.526
0.992,-0.065,0.218,15.808,-3.174,-2.380
0.987,-0.097,0.212,14.404,-4.150,-2.319

1.141,1.065,0.657,126.343,-85.083,-111.084
1.133,1.292,0.822,144.348,-82.336,-141.296
1.078,1.411,0.970,163.086,-74.036,-181.580
1.025,1.396,1.224,173.706,-60.852,-228.394
0.923,1.277,1.538,170.105,-38.940,-274.536
0.765,0.874,1.742,163.574,-5.493,-316.772
0.617,0.434,1.766,152.100,40.283,-345.825
0.482,0.099,1.666,127.991,88.379,-358.154
0.305,-0.195,1.497,98.633,131.348,-359.680
0.044,-0.619,1.397,71.777,164.795,-357.788
-0.060,-1.226,1.310,70.740,190.613,-360.779
-0.146,-1.330,1.382,75.134,210.449,-338.318
-0.251,-1.450,1.502,67.932,233.887,-307.922
-0.392,-1.737,1.551,57.495,267.212,-282.776
-0.559,-1.993,1.347,47.913,308.472,-253.296
-0.733,-2.263,1.025,40.222,345.825,-216.431
-0.859,-2.400,0.705,31.433,369.446,-170.349
-0.969,-2.691,0.417,36.011,383.118,-126.770
-1.068,-2.885,0.239,33.997,390.381,-78.125
-1.155,-2.979,0.052,24.048,393.066,-17.944
-1.148,-2.984,0.064,11.292,390.564,40.466
-1.168,-2.742,-0.002,10.437,387.146,94.727
-1.168,-2.664,-0.262,27.405,382.629,136.719
-1.186,-2.632,-0.288,34.302,368.347,173.584
-1.219,-2.387,-0.319,39.978,354.309,218.872
-1.221,-2.102,-0.348,56.091,345.398,260.681
-1.170,-1.811,-0.273,68.848,333.191,295.776
-1.172,-1.508,-0.191,83.801,324.097,325.562
-1.201,-1.356,-0.217,94.666,322.388,348.755
-1.298,-1.194,-0.414,99.487,330.200,373.291
-1.404,-1.029,-0.830,98.572,337.830,400.391
-1.470,-0.791,-1.174,90.576,332.825,425.232
-1.467,-0.388,-1.349,76.782,308.044,446.899
-1.404,-0.045,-1.480,58.289,285.889,458.618
-1.311,0.175,-1.556,41.321,262.939,459.106
-1.143,0.442,-1.694,34.058,237.976,452.271
-1.042,0.684,-1.869,45.898,210.388,435.608
-0.908,0.638,-1.930,53.467,179.565,402.954
-0.851,0.405,-2.018,62.561,151.062,365.845
-0.830,0.487,-2.198,73.730,120.483,342.407
-0.690,0.783,-2.160,73.486,79.590,328.003
-0.525,0.929,-2.002,78.857,37.781,304.321
-0.443,0.937,-2.003,92.590,5.066,271.973
-0.430,0.935,-2.211,113.647,-23.315,243.591
-0.440,0.880,-2.392,129.822,-60.425,220.032
-0.419,0.794,-2.371,139.709,-107.300,202.576
-0.357,0.957,-2.091,143.677,-159.729,194.885
-0.314,1.231,-1.831,149.719,-204.712,185.425
-0.276,1.358,-1.742,156.738,-236.450,161.133
-0.277,1.365,-1.697,159.668,-266.113,129.333
-0.247,1.390,-1.497,160.278,-302.490,102.112
-0.195,1.457,-1.149,162.598,-339.844,77.087
-0.152,1.498,-0.880,165.283,-367.615,47.363
-0.128,1.540,-0.771,169.739,-378.906,15.320
-0.038,1.650,-0.509,169.189,-386.658,-14.160
0.089,1.653,0.049,168.091,-397.949,-47.729
0.211,1.493,0.421,173.462,-387.390,-86.060
0.305,1.304,0.408,182.556,-356.323,-120.850
0.362,1.162,0.339,189.148,-328.857,-147.217
0.389,1.055,0.305,192.139,-312.988,-170.349
0.335,0.997,0.052,199.829,-297.302,-192.139
0.313,0.726,0.041,201.294,-292.053,-216.919
0.369,0.440,0.377,186.584,-297.180,-237.488
0.469,0.029,0.760,170.349,-292.114,-251.282
0.581,-0.302,1.002,159.668,-270.203,-253.601
0.684,-0.383,1.127,150.696,-240.295,-239.136
0.762,-0.274,1.269,143.494,-211.487,-217.712
0.750,-0.273,1.240,148.254,-180.542,-204.102
0.734,-0.335,1.033,150.024,-148.682,-195.618
0.734,-0.464,0.914,143.921,-127.747,-187.195
0.751,-0.646,0.968,129.028,-113.708,-175.049
0.806,-0.825,1.125,112.793,-98.145,-155.273
0.861,-0.837,1.215,87.891,-75.195,-127.563
0.934,-0.678,1.275,65.247,-47.791,-97.534
0.972,-0.600,1.349,50.415,-21.790,-79.346
0.970,-0.603,1.341,40.405,5.493,-69.031
0.944,-0.649,1.129,33.936,34.119,-59.570
0.937,-0.677,0.966,30.579,54.626,-48.096
0.919,-0.583,0.826,31.372,65.552,-34.851
0.882,-0.527,0.619,34.302,73.547,-24.841
0.859,-0.580,0.468,34.424,77.026,-18.188
0.849,-0.531,0.276,31.494,76.050,-7.812
0.852,-0.432,0.167,24.109,70.801,3.174
0.868,-0.369,0.197,14.343,61.646,11.597
0.923,-0.333,0.294,10.620,54.626,16.174
0.925,-0.283,0.302,13.794,53.589,19.531
0.917,-0.256,0.250,20.874,54.443,20.630
0.971,-0.163,0.332,26.001,51.270,20.020
0.977,-0.037,0.359,31.738,50.903,17.334
0.947,0.031,0.165,37.476,56.152,12.024
0.918,-0.029,-0.004,37.354,54.932,4.333
0.909,-0.068,-0.052,31.311,43.701,0.732
0.932,-0.088,-0.035,20.752,34.912,1.160
0.941,-0.130,0.049,11.475,26.489,1.526
0.936,-0.196,0.058,7.446,22.888,1.892
0.925,-0.221,0.016,7.263,21.057,4.272
0.916,-0.199,-0.008,5.432,16.968,8.179
0.918,-0.159,0.012,2.991,11.719,12.207
0.937,-0.099,0.094,1.587,6.470,14.221
0.950,-0.046,0.147,3.601,3.601,13.977
0.951,-0.026,0.153,7.263,2.319,10.986
0.947,-0.031,0.141,12.146,1.526,7.019
0.953,-0.069,0.170,14.954,-0.916,3.906
0.966,-0.048,0.178,13.489,-0.427,3.906
0.961,-0.052,0.177,13.916,0.488,3.906
0.958,-0.076,0.153,13.611,1.648,3.235
0.960,-0.027,0.112,11.414,2.991,4.272
0.961,-0.025,0.145,9.033,-0.122,3.906
0.966,-0.066,0.159,7.935,-1.221,2.747
0.965,-0.105,0.166,8.057,-1.038,2.808
0.972,-0.091,0.200,5.859,-1.160,5.127
0.979,-0.047,0.167,4.211,0.122,7.324
0.973,-0.047,0.163,3.235,-0.061,7.202
0.975,-0.049,0.184,3.052,-1.221,6.958
0.966,-0.061,0.161,3.723,-0.183,7.019
0.969,-0.061,0.173,4.211,-0.732,7.202
0.974,-0.023,0.160,4.883,-0.854,7.507
0.970,-0.049,0.154,4.639,-1.160,5.737
0.974,-0.066,0.172,6.104,-3.235,4.211

1.207,1.586,0.446,53.040,-100.891,-93.689
1.169,1.730,0.497,94.849,-105.164,-140.320
1.111,1.787,0.599,132.202,-107.788,-195.740
1.023,1.759,0.774,160.461,-108.765,-255.615
0.842,1.541,0.954,172.119,-101.074,-314.026
0.716,1.127,1.424,160.706,-85.999,-361.145
0.598,0.661,2.051,127.502,-57.251,-391.174
0.479,0.130,2.640,79.956,-4.761,-406.433
0.302,-0.497,2.964,33.203,65.125,-408.569
0.093,-1.160,2.968,-1.038,141.663,-395.813
-0.138,-1.712,2.602,-6.531,210.571,-371.216
-0.350,-1.993,2.022,11.169,263.489,-339.111
-0.471,-2.120,1.661,21.667,294.250,-294.312
-0.621,-2.239,1.305,34.851,313.965,-252.808
-0.665,-2.381,1.020,48.340,329.468,-212.402
-0.760,-2.455,0.831,58.716,337.463,-170.349
-0.812,-2.411,0.649,66.040,344.666,-126.465
-0.876,-2.480,0.406,75.867,350.769,-85.999
-0.928,-2.528,0.205,76.660,355.103,-43.762
-0.962,-2.472,0.079,70.313,354.675,2.197
-0.984,-2.356,-0.017,70.068,350.952,45.044
-1.012,-2.166,-0.256,81.543,345.093,84.900
-1.020,-2.027,-0.472,89.722,335.083,119.202
-0.997,-1.889,-0.503,91.125,315.430,148.315
-0.953,-1.705,-0.592,94.971,300.354,176.331
-0.913,-1.472,-0.785,109.558,282.593,199.341
-0.833,-1.268,-0.916,116.638,263.672,216.553
-0.764,-1.105,-0.954,118.591,237.671,228.760
-0.684,-0.962,-0.935,118.164,216.064,239.380
-0.650,-0.844,-0.881,122.925,197.998,248.108
-0.617,-0.854,-0.878,130.615,182.495,256.714
-0.617,-0.888,-0.898,138.672,174.133,270.935
-0.694,-0.867,-1.026,141.174,167.297,294.861
-0.722,-0.707,-1.167,143.066,160.400,323.914
-0.750,-0.591,-1.206,150.513,146.179,348.999
-0.794,-0.411,-1.267,150.085,130.005,370.178
-0.820,-0.167,-1.393,144.836,118.347,387.634
-0.836,0.098,-1.534,136.780,100.037,399.231
-0.823,0.425,-1.752,126.831,75.623,403.931
-0.786,0.666,-1.892,117.554,47.668,397.583
-0.731,0.788,-1.967,113.098,15.808,381.897
-0.671,0.915,-2.055,119.324,-18.616,363.342
-0.629,1.145,-2.127,129.700,-58.044,344.360
-0.567,1.273,-2.016,136.658,-101.746,320.679
-0.467,1.283,-1.696,140.686,-147.522,291.321
-0.391,1.464,-1.370,140.747,-184.204,264.954
-0.297,1.682,-1.059,142.334,-207.153,241.394
-0.182,1.795,-0.837,141.602,-221.313,210.388
-0.099,1.789,-0.805,138.916,-219.238,173.096
-0.053,1.653,-0.873,132.202,-217.529,136.230
-0.025,1.672,-0.999,122.070,-223.083,109.009
0.007,1.939,-0.971,106.812,-239.929,90.027
0.064,2.086,-0.731,89.417,-261.719,62.988
0.141,2.083,-0.415,83.862,-280.518,25.513
0.279,2.151,0.004,85.754,-289.673,-11.902
0.393,2.199,0.302,96.252,-285.889,-51.575
0.472,2.119,0.367,108.398,-265.686,-95.459
0.507,1.959,0.314,120.056,-242.126,-138.489
0.480,1.669,0.291,128.113,-223.511,-177.490
0.435,1.537,0.160,127.686,-208.679,-206.909
0.421,1.418,0.041,120.850,-199.341,-229.980
0.429,1.209,0.199,109.680,-201.172,-253.723
0.453,0.884,0.404,105.286,-200.684,-273.987
0.511,0.662,0.488,103.821,-189.331,-285.583
0.568,0.473,0.678,93.628,-176.636,-290.894
0.602,0.244,0.810,90.698,-161.499,-291.809
0.603,0.004,0.711,95.947,-138.855,-287.048
0.607,-0.230,0.656,99.792,-122.314,-276.672
0.647,-0.354,0.669,102.966,-113.098,-261.230
0.690,-0.519,0.728,104.004,-104.980,-245.911
0.708,-0.734,0.784,96.313,-92.285,-229.309
0.778,-0.944,0.896,73.608,-75.989,-204.712
0.842,-0.999,0.973,49.500,-59.265,-171.692
0.891,-0.976,0.996,27.832,-40.039,-138.428
0.913,-0.911,0.974,8.911,-20.264,-109.375
0.935,-0.820,0.920,-2.075,-2.869,-85.938
0.953,-0.753,0.870,-4.150,11.414,-69.458
0.935,-0.698,0.759,-2.075,24.170,-58.411
0.912,-0.685,0.577,2.258,33.936,-49.011
0.897,-0.718,0.407,2.258,39.429,-39.917
0.895,-0.736,0.349,0.610,37.659,-28.625
0.898,-0.668,0.293,0.122,35.767,-15.625
0.913,-0.585,0.252,-1.282,34.546,-5.127
0.920,-0.557,0.257,2.014,31.494,1.099
0.912,-0.518,0.190,4.150,30.701,7.996
0.902,-0.439,0.121,4.883,28.503,15.503
0.919,-0.328,0.100,3.845,23.987,21.851
0.942,-0.217,0.143,1.038,18.738,25.574
0.966,-0.107,0.181,-0.061,15.015,26.367
1.000,0.019,0.145,1.404,13.428,23.621
0.990,-0.022,0.188,1.160,10.681,15.564
0.981,-0.105,0.191,0.427,9.766,8.057
0.970,-0.129,0.153,1.953,11.108,5.493
0.967,-0.129,0.161,1.648,10.681,5.188
0.966,-0.168,0.177,-0.671,10.254,4.883
0.955,-0.183,0.139,-1.282,10.315,5.798
0.943,-0.178,0.128,-2.258,10.071,8.240
0.947,-0.149,0.126,-3.723,8.484,11.597
0.954,-0.129,0.129,-4.822,7.690,13.733
0.956,-0.067,0.127,-6.042,7.141,14.832
0.958,-0.027,0.147,-6.470,6.104,14.038
0.961,-0.017,0.158,-6.348,4.883,12.329
0.962,-0.007,0.171,-5.005,4.761,10.864
0.959,0.007,0.137,-2.075,5.493,9.155
0.959,0.026,0.073,-0.427,5.615,7.080
0.964,-0.008,0.109,-0.366,2.014,4.578
0.969,-0.038,0.155,-1.404,0.183,3.174
0.962,-0.048,0.132,0.366,0.549,3.296
0.956,-0.068,0.124,0.854,0.305,3.296
0.961,-0.048,0.123,-0.916,-0.610,4.639
0.966,-0.066,0.156,-3.052,-2.319,5.066
0.963,-0.072,0.162,-3.235,-1.526,5.798
0.968,-0.061,0.150,-1.465,-1.526,7.263
0.978,-0.042,0.137,0.488,-1.953,8.118
0.975,-0.017,0.149,1.953,-2.563,7.812
0.980,0.018,0.160,2.502,-2.014,7.141
0.982,0.030,0.159,3.357,-2.319,5.554
0.983,0.029,0.154,3.723,-1.282,3.906
0.988,0.032,0.168,3.906,-3.174,2.136

0.975,1.059,-0.461,-24.963,-81.482,-14.038
1.000,1.140,-0.230,-14.648,-105.225,-36.743
1.069,1.352,0.110,1.465,-121.094,-61.829
1.125,1.641,0.412,29.785,-129.150,-94.238
1.035,1.680,0.429,66.772,-126.709,-139.343
0.916,1.577,0.270,99.487,-118.835,-189.758
0.865,1.277,0.399,117.126,-120.178,-236.206
0.822,1.010,0.599,124.878,-119.995,-273.010
0.738,0.926,0.688,129.333,-111.816,-301.514
0.621,0.993,0.898,130.554,-104.065,-330.200
0.516,0.840,1.260,125.610,-94.666,-364.319
0.363,0.490,1.538,118.225,-71.167,-395.081
0.134,0.055,1.717,110.779,-37.476,-416.626
-0.041,-0.600,1.931,97.534,-3.174,-423.950
-0.068,-1.127,2.117,72.510,34.973,-412.109
-0.121,-1.352,2.165,47.302,78.369,-385.986
-0.293,-1.547,1.879,37.476,121.704,-361.450
-0.423,-1.952,1.516,47.791,155.823,-344.971
-0.426,-2.295,1.396,59.143,173.889,-311.401
-0.456,-2.412,1.187,80.261,187.805,-265.137
-0.510,-2.396,0.858,99.609,203.003,-216.248
-0.547,-2.428,0.657,104.675,211.548,-172.058
-0.564,-2.401,0.640,93.811,214.478,-127.563
-0.583,-2.252,0.620,81.909,219.727,-83.313
-0.610,-1.999,0.562,73.425,227.722,-46.265
-0.641,-1.945,0.526,71.960,232.666,-22.400
-0.664,-1.941,0.463,74.219,238.403,-2.625
-0.676,-1.951,0.357,76.477,243.225,19.043
-0.678,-2.055,0.221,80.750,245.422,42.664
-0.674,-2.143,0.104,80.505,245.667,71.045
-0.663,-2.093,0.006,75.073,245.911,106.750
-0.655,-2.018,-0.074,74.829,243.164,141.174
-0.645,-2.018,-0.132,75.195,241.333,174.438
-0.639,-1.835,-0.269,76.538,240.845,212.219
-0.630,-1.528,-0.428,88.867,236.572,244.812
-0.604,-1.341,-0.460,100.098,225.403,265.747
-0.581,-1.225,-0.495,108.582,216.492,282.715
-0.592,-0.995,-0.598,113.953,210.632,302.612
-0.571,-0.782,-0.715,120.972,204.529,319.336
-0.545,-0.640,-0.771,132.812,190.369,329.224
-0.521,-0.508,-0.763,139.526,176.514,336.975
-0.506,-0.320,-0.796,145.691,165.283,344.849
-0.476,-0.118,-0.797,148.254,152.954,349.548
-0.436,0.050,-0.819,145.752,142.700,349.854
-0.405,0.243,-0.886,140.198,136.658,349.304
-0.360,0.394,-0.979,128.174,130.981,345.093
-0.323,0.511,-1.095,118.896,123.718,336.853
-0.273,0.571,-1.268,109.802,113.647,326.111
-0.218,0.638,-1.437,101.685,99.121,314.392
-0.184,0.696,-1.567,93.872,79.102,301.636
-0.119,0.697,-1.619,93.872,51.758,287.048
-0.059,0.744,-1.506,95.520,23.987,273.926
-0.026,0.923,-1.451,104.431,-3.052,261.475
0.015,1.117,-1.432,113.342,-24.170,241.882
0.069,1.241,-1.354,108.398,-51.147,217.957
0.148,1.436,-1.403,93.811,-69.641,197.449
0.144,1.491,-1.537,87.341,-88.379,174.377
0.172,1.532,-1.605,76.599,-110.352,151.245
0.236,1.661,-1.524,67.383,-138.184,132.141
0.278,1.688,-1.352,60.669,-169.434,109.802
0.281,1.577,-1.225,57.739,-192.871,81.543
0.262,1.361,-1.164,64.453,-211.731,53.284
0.264,1.252,-1.091,70.129,-228.638,33.264
0.283,1.242,-0.890,67.810,-246.094,20.264
0.325,1.294,-0.638,62.195,-260.559,8.179
0.413,1.434,-0.365,54.077,-269.287,-2.747
0.481,1.503,-0.199,43.091,-269.348,-17.578
0.531,1.465,-0.073,34.912,-260.986,-37.170
0.566,1.384,0.012,28.625,-250.061,-58.044
0.599,1.360,0.033,23.010,-239.441,-76.416
0.634,1.326,0.102,21.057,-231.812,-94.727
0.664,1.216,0.235,21.790,-226.257,-115.601
0.693,1.047,0.332,27.832,-217.041,-136.597
0.692,0.846,0.314,39.551,-204.346,-155.273
0.685,0.675,0.266,45.471,-193.420,-168.884
0.672,0.529,0.285,43.701,-188.843,-177.307
0.690,0.352,0.454,36.255,-186.829,-180.176
0.732,0.203,0.724,27.222,-181.458,-176.086
0.779,0.179,0.845,16.785,-166.565,-166.504
0.835,0.000,0.932,10.803,-146.851,-161.316
