aX,aY,aZ,gX,gY,gZ
-0.290,0.974,-0.551,-239.807,66.345,-342.285
-0.302,0.625,-0.822,-247.620,61.523,-366.577
-0.307,0.254,-1.168,-247.131,45.349,-384.460
-0.296,-0.423,-1.194,-245.239,17.273,-393.250
-0.181,-1.109,-0.894,-241.028,-14.404,-387.634
-0.058,-1.097,-0.752,-236.572,-28.015,-344.055
0.057,-0.855,-0.927,-228.027,-17.151,-290.527
0.144,-0.927,-1.140,-218.628,-18.250,-265.869
0.189,-0.995,-1.093,-218.079,-31.982,-249.268
0.196,-1.020,-0.946,-221.680,-51.758,-228.027
0.183,-1.045,-0.945,-207.458,-60.181,-207.153
0.183,-0.988,-0.951,-190.430,-65.857,-185.791
0.176,-0.820,-0.900,-172.485,-81.909,-163.452
0.170,-0.698,-0.812,-159.668,-97.168,-146.851
0.172,-0.584,-0.767,-150.391,-107.666,-138.428
0.194,-0.550,-0.662,-137.207,-117.065,-135.437
0.152,-0.640,-0.564,-129.089,-122.864,-136.536
0.109,-0.768,-0.681,-124.878,-119.202,-134.705
0.041,-0.893,-0.866,-123.840,-118.896,-127.747
0.045,-1.100,-0.915,-124.939,-130.920,-118.896
0.036,-1.204,-0.854,-120.300,-150.146,-103.027
0.055,-1.248,-0.741,-114.868,-168.213,-83.374
0.090,-1.236,-0.634,-108.154,-179.565,-65.308
0.106,-1.219,-0.553,-99.304,-187.561,-49.683
0.109,-1.298,-0.477,-82.764,-196.594,-38.940
0.113,-1.304,-0.377,-65.613,-202.820,-27.161
0.128,-1.238,-0.302,-50.781,-208.008,-12.634
0.114,-1.211,-0.236,-46.326,-209.290,-1.465
0.112,-1.120,-0.207,-48.523,-207.581,10.254
0.158,-1.059,-0.151,-49.316,-206.360,21.240
0.184,-1.122,-0.024,-46.021,-207.397,27.222
0.229,-1.188,-0.000,-37.292,-205.261,36.377
0.266,-1.279,0.054,-28.748,-204.224,47.058
0.327,-1.361,0.140,-20.996,-202.332,60.608
0.357,-1.321,0.203,-14.404,-198.303,76.721
0.356,-1.496,0.263,-10.986,-191.895,87.280
0.362,-1.542,0.362,-9.033,-183.594,106.079
0.365,-1.533,0.393,-7.996,-174.316,126.892
0.370,-1.425,0.371,-6.714,-161.560,148.376
0.397,-1.270,0.444,-2.502,-153.259,167.603
0.394,-1.138,0.462,1.099,-143.738,182.861
0.387,-1.004,0.510,8.362,-133.606,194.824
0.412,-0.854,0.503,12.756,-122.803,205.933
0.427,-0.660,0.449,15.442,-111.450,216.309
0.459,-0.412,0.496,22.827,-106.079,220.032
0.492,-0.094,0.570,26.794,-103.210,219.604
0.543,0.203,0.581,26.123,-98.755,212.341
0.633,0.332,0.635,23.987,-95.337,196.655
0.745,0.336,0.662,26.428,-91.431,173.584
0.811,0.254,0.704,34.546,-86.182,151.062
0.844,-0.044,0.697,38.513,-79.224,129.639
0.884,-0.359,0.640,40.771,-70.923,118.042
0.898,-0.619,0.627,34.790,-63.049,119.934
0.878,-0.605,0.540,21.179,-51.941,135.681
0.889,-0.321,0.620,12.695,-43.762,157.776
0.894,0.055,0.756,7.996,-37.781,169.861
0.919,0.400,0.731,5.981,-22.705,167.908
0.940,0.564,0.679,5.737,-9.705,152.100
0.936,0.611,0.636,4.333,-1.343,130.310
0.937,0.604,0.551,4.150,5.188,109.924
0.974,0.522,0.452,6.836,8.118,90.332
0.992,0.408,0.436,11.353,6.897,74.219
1.009,0.273,0.446,12.817,6.287,63.232
1.015,0.107,0.451,10.498,10.193,56.763
0.995,0.071,0.350,4.944,16.296,56.885
0.990,0.150,0.196,1.038,21.362,59.998
0.975,0.163,0.185,-5.310,20.264,59.265
0.977,0.215,0.161,-11.780,18.005,58.655
0.988,0.279,0.201,-12.512,11.841,57.007
0.992,0.380,0.255,-11.963,8.911,53.467
0.982,0.438,0.200,-10.010,8.423,46.753
0.991,0.450,0.165,-6.042,7.324,36.987
0.988,0.400,0.180,-3.906,2.258,27.405
0.998,0.362,0.171,-2.136,0.244,19.409
1.000,0.244,0.220,-0.244,-2.319,12.024
0.993,0.121,0.249,-0.366,-2.808,7.141
0.985,0.063,0.238,-1.770,-0.488,7.324
0.986,0.026,0.229,-3.235,2.014,9.583
0.997,0.066,0.211,-3.235,3.235,12.512
0.994,0.116,0.221,-3.601,4.883,14.587
0.973,0.167,0.192,-5.615,4.883,14.465
0.975,0.203,0.148,-5.188,5.249,12.878
0.974,0.175,0.219,-5.066,4.333,10.315
0.974,0.201,0.248,-6.042,2.991,8.911

0.904,-1.164,0.515,-28.442,28.259,85.022
0.857,-1.128,0.510,-40.955,41.077,118.103
0.792,-1.053,0.452,-44.983,50.232,150.330
0.713,-0.954,0.404,-45.959,59.204,182.983
0.625,-0.841,0.335,-44.128,62.195,213.501
0.534,-0.731,0.279,-38.086,63.843,241.516
0.462,-0.625,0.299,-32.898,58.838,268.494
0.396,-0.485,0.400,-28.992,56.946,295.715
0.330,-0.356,0.629,-22.095,58.655,319.092
0.253,-0.224,0.759,-18.127,72.876,340.515
0.134,-0.081,0.758,-13.855,95.520,360.779
0.058,0.198,0.880,-6.775,114.197,379.761
-0.014,0.490,1.010,-3.601,131.958,393.005
-0.060,0.676,1.007,-11.475,157.593,397.766
-0.133,0.749,0.994,-22.705,184.509,397.400
-0.172,0.924,1.034,-40.588,209.778,398.254
-0.240,1.233,0.832,-67.261,239.807,401.367
-0.311,1.428,0.408,-101.563,269.531,395.325
-0.343,1.558,0.009,-130.798,285.522,378.052
-0.369,1.843,-0.285,-144.348,288.025,358.154
-0.344,2.354,-0.549,-141.479,282.593,330.750
-0.239,2.800,-0.637,-133.484,267.029,284.058
-0.064,3.016,-0.477,-138.672,250.916,218.628
0.014,2.847,-0.269,-153.381,235.840,142.639
0.026,2.475,-0.254,-158.691,235.291,75.439
-0.083,2.238,-0.548,-161.743,241.272,26.428
-0.191,2.149,-1.033,-157.532,240.234,-12.207
-0.263,2.170,-1.380,-143.982,219.910,-48.767
-0.321,2.135,-1.306,-122.620,181.580,-87.280
-0.331,2.044,-1.054,-113.220,146.118,-124.817
-0.279,1.866,-0.886,-115.662,123.291,-156.921
-0.187,2.068,-0.832,-119.934,100.830,-182.678
-0.109,2.023,-0.674,-112.183,70.557,-227.600
-0.274,1.706,-0.411,-144.531,52.063,-276.184
-0.254,1.382,-0.171,-198.547,48.950,-309.998
-0.375,1.209,-0.095,-230.530,53.406,-326.965
-0.429,1.176,-0.244,-262.451,62.988,-336.914
-0.469,1.200,-0.127,-301.575,68.176,-350.159
-0.569,0.899,-0.192,-332.520,64.819,-371.887
-0.608,0.633,-0.406,-338.257,64.575,-379.578
-0.567,0.375,-0.577,-348.389,58.044,-374.878
-0.527,0.024,-0.664,-344.543,39.490,-373.230
-0.460,-0.409,-0.636,-326.782,19.226,-372.925
-0.321,-0.766,-0.792,-296.997,5.676,-362.793
-0.255,-1.001,-1.149,-272.156,3.235,-342.529
-0.213,-1.333,-1.573,-244.385,-11.108,-321.045
-0.155,-1.551,-1.751,-217.163,-40.283,-293.335
-0.066,-1.413,-1.468,-197.388,-79.895,-250.732
-0.034,-0.947,-1.015,-182.190,-118.469,-206.360
0.040,-0.548,-0.710,-165.222,-130.798,-179.077
0.063,-0.421,-0.611,-146.301,-126.465,-174.683
0.033,-0.333,-0.778,-131.836,-119.934,-176.819
-0.011,-0.259,-0.972,-123.291,-118.958,-177.063
-0.085,-0.364,-1.184,-109.985,-130.676,-184.143
-0.108,-0.607,-1.176,-94.360,-152.405,-193.542
-0.092,-0.805,-0.957,-77.515,-182.739,-198.059
-0.035,-0.855,-0.805,-57.922,-197.449,-194.641
-0.014,-0.783,-0.718,-34.790,-201.050,-189.270
0.001,-0.658,-0.680,-16.541,-201.111,-186.340
-0.053,-0.688,-0.738,-0.671,-195.862,-191.589
0.037,-1.241,-0.530,0.488,-196.411,-202.271
0.072,-1.516,-0.250,3.296,-192.871,-192.444
0.050,-1.061,-0.633,5.798,-164.673,-150.269
0.074,-0.784,-0.849,4.395,-158.936,-130.310
0.101,-0.595,-0.570,13.367,-183.228,-134.521
0.113,-0.467,-0.425,19.470,-197.083,-139.771
0.073,-0.617,-0.515,32.776,-192.261,-153.931
0.036,-1.042,-0.537,41.931,-198.242,-166.321
0.006,-1.461,-0.471,32.288,-208.130,-162.903
0.028,-1.490,-0.614,15.808,-212.341,-133.606
0.028,-1.468,-0.648,-3.845,-226.746,-99.915
0.073,-1.701,-0.584,-27.649,-242.310,-73.181
0.063,-1.844,-0.538,-40.527,-255.737,-41.687
0.052,-1.867,-0.569,-53.406,-274.231,-0.305
0.094,-1.948,-0.400,-62.744,-295.349,37.231
0.109,-1.902,-0.071,-67.993,-313.782,76.782
0.179,-1.828,0.133,-58.899,-313.171,112.549
0.139,-1.826,0.191,-44.067,-301.392,140.137
0.099,-1.870,0.075,-31.677,-287.842,166.748
0.055,-1.860,0.125,-28.442,-285.583,197.571
0.026,-1.711,0.318,-27.893,-286.926,231.567
0.047,-1.299,0.510,-23.743,-284.607,262.695
0.008,-1.070,0.649,-14.160,-273.804,276.245
0.043,-0.741,0.723,-0.793,-259.216,283.325
0.072,-0.333,0.850,15.259,-241.150,288.147
0.119,-0.133,0.957,15.564,-221.313,281.738
0.210,0.203,1.096,15.686,-206.970,273.499
0.369,0.567,1.124,22.034,-189.575,263.062
0.518,0.410,1.123,24.109,-167.480,230.652
0.626,0.022,1.122,16.724,-145.874,196.533
0.727,-0.083,1.094,-0.305,-124.451,185.608
0.796,-0.078,1.057,-15.625,-102.234,187.012
0.843,-0.177,1.037,-33.997,-80.505,183.716
0.830,-0.161,0.780,-45.898,-54.321,182.190
0.795,-0.072,0.486,-53.101,-33.020,183.472
0.766,-0.159,0.544,-61.157,-28.381,177.612
0.757,-0.006,0.736,-60.669,-24.658,173.645
0.784,0.619,0.757,-49.072,-12.634,173.889
0.850,1.198,0.673,-34.607,0.549,154.419
0.933,1.283,0.804,-21.362,6.775,110.046
0.969,1.049,0.930,-15.137,15.747,64.209
0.956,0.731,0.798,-17.029,35.400,32.776
0.960,0.243,0.625,-26.978,50.232,6.348
0.958,0.015,0.603,-38.818,56.274,0.854
0.958,0.006,0.478,-53.650,62.622,8.789
0.911,-0.096,0.298,-71.533,68.359,13.794
0.894,-0.174,0.145,-89.722,69.397,18.127
0.912,-0.036,0.172,-98.938,61.279,28.748
0.943,0.261,0.278,-96.680,52.979,36.316
0.949,0.376,0.368,-85.144,49.194,27.283
0.939,0.309,0.316,-75.928,51.941,8.972
0.936,0.312,0.299,-64.453,51.392,1.160
0.922,0.214,0.223,-55.176,49.866,-9.583
0.913,0.081,0.103,-52.002,49.377,-17.029
0.906,-0.033,0.027,-52.063,44.067,-19.287
0.902,-0.074,-0.027,-54.260,36.072,-16.235
0.931,-0.107,-0.014,-56.946,27.466,-11.597
0.945,-0.145,0.116,-59.143,18.005,-7.019
0.967,-0.057,0.171,-56.763,12.878,-1.343

0.331,1.068,1.522,-62.195,152.405,358.276
0.258,1.063,1.266,-70.923,198.914,340.576
0.153,0.967,1.105,-83.496,233.765,321.167
0.088,0.967,0.923,-101.807,266.052,312.073
-0.020,1.022,0.688,-121.399,296.509,304.626
-0.060,1.053,0.611,-147.278,321.228,294.373
-0.070,1.212,0.713,-177.063,340.149,282.227
-0.111,1.619,0.633,-217.529,369.446,270.935
-0.152,1.952,0.272,-273.010,405.945,245.850
-0.235,2.259,-0.288,-326.050,433.960,202.209
-0.264,2.493,-1.021,-355.957,434.937,143.555
-0.244,2.554,-1.617,-369.690,404.175,76.172
-0.120,2.387,-1.571,-384.155,335.815,7.629
-0.233,2.169,-1.511,-401.733,269.714,-51.392
-0.418,2.129,-1.815,-414.734,227.844,-99.792
-0.349,2.340,-1.383,-411.438,162.415,-145.142
-0.311,2.167,-0.305,-423.279,89.294,-196.655
-0.322,1.753,0.681,-463.318,59.387,-242.065
-0.426,1.463,0.903,-484.009,73.120,-278.381
-0.613,1.252,0.464,-479.370,102.600,-314.819
-0.807,0.509,-0.208,-479.797,121.460,-356.689
-0.842,-0.390,-0.711,-460.632,105.774,-387.573
-0.743,-1.129,-0.931,-431.274,69.580,-386.353
-0.542,-1.842,-0.731,-413.757,35.889,-362.244
-0.302,-2.198,-0.336,-377.625,11.719,-319.702
-0.080,-2.082,-0.329,-326.904,18.372,-263.916
0.000,-1.810,-0.711,-276.062,40.344,-218.201
0.030,-1.598,-0.923,-231.934,51.514,-192.566
-0.062,-1.096,-1.040,-179.443,46.204,-176.025
-0.121,-0.568,-1.106,-150.024,34.119,-166.870
-0.269,-0.190,-1.282,-126.831,21.240,-169.312
-0.408,0.075,-1.536,-122.559,-4.089,-179.993
-0.484,0.004,-1.536,-140.076,-39.917,-200.317
-0.621,-0.502,-1.507,-134.705,-84.351,-226.929
-0.779,-0.912,-1.855,-103.149,-116.638,-243.835
-0.757,-1.424,-2.057,-63.660,-154.297,-242.432
-0.987,-1.912,-1.882,-26.611,-207.336,-230.469
-0.951,-1.344,-2.096,-11.658,-240.479,-181.335
-0.922,-0.704,-1.945,0.427,-280.762,-144.836
-0.964,-0.633,-1.629,10.681,-323.975,-156.616
-0.957,-0.628,-1.654,11.719,-351.562,-172.729
-0.960,-0.703,-1.488,13.062,-388.367,-179.626
-0.983,-0.740,-1.099,16.296,-426.514,-186.401
-0.948,-0.528,-1.101,13.550,-444.031,-183.289
-0.985,-0.458,-1.054,15.808,-464.417,-191.406
-1.035,-0.799,-0.962,23.987,-493.530,-212.280
-1.079,-1.520,-0.638,19.409,-519.348,-224.121
-1.090,-2.045,-0.479,-0.610,-531.067,-199.402
-1.027,-2.431,-0.339,-36.865,-532.349,-145.142
-0.941,-2.512,-0.107,-70.740,-538.879,-76.172
-0.782,-2.282,0.375,-63.782,-544.922,-7.629
-0.548,-2.459,1.243,-49.500,-541.443,42.664
-0.332,-2.792,1.626,-29.236,-500.000,87.463
-0.213,-2.930,1.494,-9.583,-433.716,144.897
-0.163,-2.853,1.526,-2.319,-380.676,209.900
-0.129,-2.440,1.574,-3.479,-334.778,274.658
-0.122,-1.842,1.497,-7.263,-286.011,330.139
-0.109,-1.237,1.400,-11.780,-238.892,367.737
-0.077,-0.685,1.559,-11.658,-203.247,385.986
0.040,0.049,1.732,-8.911,-164.551,391.724
0.244,0.761,1.643,-0.305,-115.845,376.038
0.442,0.970,1.495,9.094,-69.580,329.712
0.608,0.792,1.186,5.615,-32.227,279.236
0.717,0.360,1.016,-7.202,-10.559,236.145
0.752,-0.004,0.868,-25.024,5.737,212.952
0.813,-0.272,0.696,-51.758,26.123,209.412
0.873,-0.207,0.624,-74.585,44.434,216.675
0.904,0.035,0.579,-84.473,62.134,226.074
0.904,0.329,0.521,-87.524,80.627,224.792
0.858,0.526,0.241,-83.130,97.595,210.327
0.787,0.593,-0.171,-74.341,103.088,187.683
0.742,0.646,-0.552,-72.449,95.276,164.612
0.761,0.683,-0.726,-81.055,71.289,143.677
0.831,0.860,-0.620,-84.595,40.588,123.413
0.933,0.635,-0.405,-82.764,14.282,94.299
1.000,0.549,0.009,-74.402,-9.583,70.251
1.022,0.469,0.057,-48.828,-9.399,51.147
1.003,0.324,-0.177,-22.156,-2.686,32.776
0.976,0.057,-0.328,-5.615,-3.540,18.738
0.969,0.006,-0.284,4.150,-18.738,17.151
1.029,0.108,-0.126,12.634,-29.907,21.790
1.032,0.104,0.085,18.311,-36.316,21.118
1.018,0.039,0.170,19.775,-31.555,18.494
1.015,0.182,0.099,21.362,-23.315,19.958
0.997,0.239,0.123,19.653,-19.653,18.616
0.980,0.194,0.160,14.465,-18.433,13.123
0.986,0.214,0.160,9.583,-15.259,10.498
1.000,0.254,0.189,6.653,-12.817,8.911
1.008,0.213,0.230,4.700,-10.681,4.028
1.001,0.167,0.147,4.578,-4.578,0.122
0.995,0.133,0.024,6.226,-1.038,-1.709
0.993,0.100,-0.003,8.789,-3.296,-2.197
0.994,0.032,0.033,9.766,-6.836,-2.136
0.990,0.025,0.057,6.531,-7.751,0.000
1.000,0.084,0.035,3.784,-7.141,3.784
0.998,0.112,0.048,1.953,-8.118,4.578
0.996,0.097,0.101,0.488,-9.888,3.479
0.992,0.122,0.094,0.122,-9.155,3.235
0.992,0.117,0.060,1.160,-7.141,2.197
0.997,0.114,0.072,2.136,-7.751,0.244
0.994,0.190,0.090,5.005,-7.385,-0.488
0.989,0.175,0.082,7.812,-6.653,-3.906
0.984,0.134,0.074,8.728,-7.446,-7.996
0.987,0.067,0.108,8.362,-7.690,-10.376
0.996,-0.008,0.132,7.690,-7.874,-10.742
0.992,-0.039,0.119,5.493,-6.592,-8.667
0.984,-0.043,0.063,3.601,-3.601,-5.249
0.987,-0.019,0.092,3.906,-5.981,-2.686
0.989,-0.016,0.126,5.249,-7.690,-2.014
0.983,-0.023,0.111,7.202,-4.822,-1.099
0.984,-0.040,0.110,7.751,-4.578,0.305
0.994,0.071,0.114,8.606,-5.066,2.930
0.987,0.127,0.137,7.751,-3.662,2.991
0.978,0.083,0.142,6.165,-2.441,-1.221
0.974,0.077,0.103,6.409,-0.793,-2.380
0.962,0.037,0.074,5.127,0.366,-3.235
0.969,0.005,0.067,2.502,-1.404,-3.296
0.980,0.039,0.044,3.174,-2.075,-2.258
0.986,0.002,0.066,3.052,-3.113,-2.502

-0.337,2.952,-0.539,-242.798,369.812,235.779
-0.248,3.363,-0.727,-254.150,361.572,160.828
-0.227,3.269,-0.838,-261.902,339.111,66.772
-0.288,2.608,-0.875,-250.977,309.570,-30.212
-0.431,2.288,-0.941,-256.836,287.109,-93.750
-0.631,2.214,-1.630,-286.621,278.992,-133.911
-0.743,2.240,-1.844,-298.645,230.652,-176.880
-0.779,2.267,-1.559,-291.443,153.931,-231.995
-0.822,2.229,-1.014,-283.569,93.018,-288.147
-0.720,1.828,-0.136,-268.921,47.363,-351.257
-0.754,1.275,0.501,-262.390,31.677,-394.226
-0.873,0.876,0.637,-300.964,56.885,-393.677
-0.923,0.832,0.273,-341.858,89.050,-377.747
-0.904,0.573,-0.079,-356.079,98.755,-379.089
-0.910,-0.020,-0.389,-369.629,94.055,-388.184
-0.798,-0.513,-0.585,-388.794,82.397,-378.418
-0.628,-0.875,-0.634,-383.789,63.232,-350.586
-0.463,-1.084,-0.744,-374.817,47.180,-315.613
-0.333,-1.321,-0.799,-365.356,32.593,-284.607
-0.124,-1.444,-0.748,-344.910,21.118,-254.944
-0.031,-1.294,-0.859,-311.768,16.724,-223.511
0.026,-1.131,-1.177,-270.996,13.428,-204.163
0.164,-1.173,-0.895,-240.051,0.793,-194.580
-0.008,-1.001,-0.778,-213.318,-5.737,-181.213
-0.095,-0.641,-1.142,-181.458,4.211,-163.574
-0.193,-0.293,-1.328,-160.461,-1.770,-153.137
-0.307,-0.255,-1.365,-145.081,-32.043,-160.461
-0.427,-0.277,-1.603,-137.817,-59.570,-172.729
-0.565,-0.443,-1.823,-127.136,-92.468,-187.988
-0.642,-0.759,-1.904,-100.464,-139.160,-208.313
-0.703,-0.890,-1.838,-58.228,-190.002,-219.604
-0.779,-0.696,-1.781,-23.010,-232.971,-218.323
-0.830,-0.587,-1.766,0.427,-267.761,-222.839
-0.842,-0.911,-1.596,12.085,-300.598,-239.136
-0.859,-1.069,-1.394,10.315,-326.599,-238.342
-0.764,-0.802,-1.327,7.446,-340.881,-213.562
-0.748,-0.592,-1.115,7.996,-358.582,-200.500
-0.782,-0.590,-0.967,4.517,-370.239,-205.933
-0.805,-0.764,-0.969,6.348,-372.192,-215.454
-0.799,-0.981,-0.991,-1.160,-380.127,-215.454
-0.874,-1.178,-0.986,-10.193,-399.841,-207.581
-0.806,-1.254,-0.747,-28.137,-429.871,-185.974
-0.680,-1.515,-0.216,-40.649,-455.139,-163.330
-0.509,-1.349,0.282,-50.476,-457.336,-135.437
-0.390,-1.032,0.381,-42.358,-425.598,-112.732
-0.392,-1.049,0.096,-26.794,-387.756,-111.877
-0.389,-1.370,0.010,-23.071,-373.779,-111.633
-0.349,-1.578,0.199,-34.851,-375.793,-92.224
-0.251,-1.650,0.334,-53.772,-372.253,-57.556
-0.147,-2.049,0.505,-73.792,-360.840,-25.208
-0.074,-2.487,0.505,-83.740,-342.041,12.634
-0.051,-2.784,0.542,-78.796,-320.862,67.078
-0.021,-2.849,0.745,-74.463,-304.993,130.188
-0.008,-2.801,0.889,-64.087,-281.555,191.223
-0.052,-2.531,0.858,-57.251,-248.169,249.023
-0.110,-2.120,0.767,-61.096,-214.722,301.819
-0.139,-1.708,0.734,-66.833,-188.477,343.750
-0.174,-1.337,0.737,-63.354,-165.405,371.094
-0.208,-1.118,0.619,-63.660,-142.090,385.010
-0.180,-0.837,0.604,-64.209,-125.977,397.156
-0.210,-0.574,0.591,-62.195,-115.479,405.029
-0.174,-0.479,0.446,-69.763,-100.830,405.640
-0.110,-0.342,0.563,-81.238,-96.008,408.325
-0.024,-0.004,0.735,-86.060,-88.440,415.771
0.141,0.306,0.983,-79.102,-75.378,414.673
0.280,0.651,1.253,-67.688,-57.678,398.865
0.455,1.161,1.266,-59.143,-28.870,377.991
0.642,1.756,1.055,-49.683,2.991,349.487
0.802,1.992,0.927,-47.607,26.855,295.837
0.852,1.666,0.810,-65.552,49.255,228.149
0.843,1.042,0.453,-92.529,74.829,166.870
0.835,0.604,0.122,-110.535,86.548,134.827
0.809,0.603,-0.243,-118.469,83.069,126.526
0.810,0.666,-0.526,-124.817,69.397,121.704
0.854,0.619,-0.370,-139.282,43.335,111.877
0.911,0.568,-0.070,-140.381,18.738,100.525
0.985,0.768,0.184,-125.854,6.592,93.872
1.012,0.936,0.328,-106.262,8.423,80.444
0.995,1.032,0.116,-82.825,20.264,56.335
0.948,0.872,-0.066,-57.129,25.208,27.222
0.917,0.634,-0.123,-36.255,16.907,3.174
0.920,0.562,-0.166,-18.311,6.653,-6.470
0.928,0.442,-0.133,-4.639,-3.906,-13.916
0.956,0.284,0.025,1.587,-13.306,-19.287
0.972,0.318,0.160,1.709,-16.724,-17.273
0.966,0.362,0.110,3.723,-11.292,-15.381
0.964,0.296,0.079,4.761,-9.338,-17.883
0.954,0.199,0.132,3.235,-9.949,-18.738
0.960,0.223,0.145,1.160,-8.850,-14.526
0.962,0.275,0.182,1.709,-7.080,-10.986
0.958,0.275,0.207,3.784,-5.676,-11.719
0.948,0.274,0.178,5.127,-3.845,-12.939
0.939,0.222,0.099,6.897,-1.465,-14.709
0.943,0.122,0.082,9.827,-3.296,-15.381
0.951,0.125,0.145,9.094,-7.996,-12.817
0.961,0.234,0.158,6.653,-7.751,-7.935
0.959,0.286,0.154,8.118,-6.470,-8.057
0.961,0.229,0.147,8.423,-6.287,-12.146
0.958,0.242,0.120,8.301,-6.042,-13.550
0.960,0.236,0.168,10.010,-7.874,-14.832
0.965,0.189,0.205,11.658,-8.240,-17.761
0.964,0.153,0.190,13.184,-7.141,-18.799
0.956,0.138,0.178,12.634,-6.409,-17.883
0.965,0.087,0.213,12.207,-7.263,-17.151
0.968,0.070,0.208,11.475,-6.409,-15.381
0.964,0.085,0.176,10.071,-3.906,-12.756
0.963,0.114,0.190,7.507,-4.395,-10.315
0.965,0.150,0.215,8.057,-4.333,-8.850
0.965,0.144,0.235,10.132,-3.113,-9.705
0.966,0.199,0.211,9.216,-0.427,-9.583
0.959,0.213,0.167,6.714,2.930,-10.681
0.958,0.174,0.118,5.737,3.235,-13.855
0.958,0.127,0.136,5.188,2.319,-16.296
0.958,0.169,0.120,7.996,-0.061,-16.296
0.957,0.104,0.129,10.132,-0.671,-18.250
0.970,0.025,0.163,11.963,-1.892,-19.165
0.967,0.023,0.137,12.329,-1.892,-15.808
0.968,0.021,0.137,12.024,-0.732,-12.085
0.974,0.035,0.188,12.695,-1.099,-9.094

-0.363,2.225,0.018,-1.709,307.556,280.029
-0.290,2.499,-0.195,-26.184,307.434,242.065
-0.196,2.814,-0.279,-54.565,297.852,201.538
-0.242,3.200,-0.421,-60.913,284.729,151.184
-0.304,3.448,-0.703,-61.401,277.771,87.158
-0.521,3.428,-1.095,-85.571,268.555,13.184
-0.379,2.523,-1.101,-115.356,242.737,-69.275
-0.380,1.970,-0.647,-133.789,205.505,-121.277
-0.383,2.039,-0.754,-147.888,194.214,-133.301
-0.375,2.156,-0.720,-147.583,180.603,-152.649
-0.462,2.150,-0.933,-151.062,171.631,-188.721
-0.507,2.378,-1.174,-136.536,152.893,-224.731
-0.587,2.426,-1.059,-107.056,120.239,-271.423
-0.690,2.066,-0.966,-81.360,87.158,-329.041
-0.747,1.642,-0.842,-127.075,76.355,-365.173
-0.688,1.392,-0.736,-178.772,69.824,-376.831
-0.766,1.240,-0.575,-214.722,55.725,-378.845
-0.854,1.268,-0.720,-252.991,48.218,-372.498
-0.934,1.289,-0.705,-290.222,29.907,-370.911
-1.041,1.287,-0.387,-312.683,-6.042,-379.272
-1.074,1.126,-0.038,-330.627,-31.494,-395.996
-1.133,0.865,0.055,-352.417,-39.795,-412.659
-1.253,0.725,-0.266,-363.953,-36.621,-419.312
-1.293,0.377,-0.583,-377.747,-50.781,-428.528
-1.320,-0.162,-0.683,-388.855,-91.614,-448.608
-1.232,-0.714,-0.804,-373.169,-131.714,-459.412
-1.082,-1.013,-0.878,-348.755,-160.950,-445.862
-0.936,-1.131,-0.734,-334.717,-192.200,-410.828
-0.797,-1.378,-0.592,-297.607,-213.623,-375.610
-0.557,-1.550,-0.253,-238.037,-232.788,-350.464
-0.328,-1.877,-0.008,-196.716,-226.196,-330.750
-0.121,-1.821,-0.080,-171.997,-191.833,-281.738
-0.060,-1.581,-0.257,-161.804,-162.964,-224.609
-0.048,-1.569,-0.478,-148.193,-150.208,-191.528
-0.048,-1.519,-0.701,-133.240,-146.545,-167.969
-0.011,-1.285,-0.715,-115.356,-163.574,-142.334
0.007,-1.160,-0.675,-87.524,-182.007,-129.028
0.033,-1.155,-0.587,-62.622,-202.087,-125.610
0.057,-1.286,-0.471,-47.607,-213.013,-121.826
0.084,-1.396,-0.471,-40.955,-221.558,-110.046
0.165,-1.799,-0.226,-46.631,-225.220,-94.421
0.228,-2.148,0.016,-59.387,-220.398,-63.293
0.319,-1.987,-0.023,-69.946,-196.899,-7.263
0.350,-1.790,-0.092,-76.050,-180.176,40.649
0.365,-1.891,-0.115,-68.787,-170.166,67.566
0.355,-1.876,-0.124,-56.396,-165.039,95.154
0.382,-1.631,-0.022,-40.649,-162.903,125.671
0.392,-1.199,0.181,-24.597,-162.781,149.109
0.390,-1.033,0.141,-12.146,-153.442,156.860
0.362,-1.113,0.073,-9.888,-147.705,159.851
0.395,-1.130,0.187,-10.864,-153.564,170.105
0.449,-0.877,0.436,-8.240,-159.241,189.087
0.512,-0.694,0.581,-0.854,-154.785,199.585
0.593,-0.551,0.719,13.916,-143.066,198.364
0.663,-0.299,0.851,26.245,-126.343,194.031
0.716,-0.000,0.852,29.541,-104.309,185.669
0.770,0.133,0.742,23.804,-82.458,170.593
0.818,0.122,0.618,12.756,-65.613,151.184
0.863,0.194,0.476,5.066,-54.077,135.925
0.908,0.158,0.389,2.136,-46.265,118.713
0.927,-0.091,0.286,2.808,-41.504,99.304
0.931,-0.288,0.190,4.944,-40.527,88.623
0.957,-0.334,0.204,7.935,-43.457,88.074
0.982,-0.420,0.292,9.155,-44.678,89.050
0.967,-0.469,0.340,7.507,-39.246,92.590
0.945,-0.273,0.250,5.798,-29.236,102.112
0.944,-0.077,0.248,3.357,-25.085,107.300
0.964,0.133,0.354,-1.770,-24.597,105.103
1.003,0.368,0.397,-3.723,-20.203,97.473
1.028,0.502,0.428,-4.700,-13.855,81.238
1.032,0.501,0.386,-2.930,-8.301,59.570
1.035,0.370,0.294,-1.221,-3.052,37.903
1.044,0.281,0.260,1.831,-2.808,22.034
