aX,aY,aZ,gX,gY,gZ
0.216,0.150,2.227,68.054,278.076,-33.752
0.142,0.053,1.705,66.528,304.626,-33.020
0.118,0.024,1.276,59.143,320.740,-28.442
0.129,0.061,0.994,54.688,319.885,-23.437
0.140,0.101,0.828,54.688,312.195,-21.362
0.153,0.134,0.696,58.533,306.396,-21.912
0.167,0.109,0.563,63.782,301.086,-24.658
0.168,0.041,0.408,70.007,297.241,-27.344
0.157,-0.031,0.240,76.660,293.396,-27.466
0.149,-0.078,0.025,80.688,286.804,-24.902
0.184,-0.105,-0.152,80.505,277.283,-20.508
0.239,-0.126,-0.183,75.378,264.038,-15.137
0.297,-0.084,-0.223,66.895,253.723,-8.362
0.352,-0.039,-0.319,57.129,248.962,-3.113
0.374,-0.020,-0.519,45.959,246.399,-1.404
0.399,-0.058,-0.798,36.072,237.122,-0.366
0.449,-0.090,-0.992,26.794,214.905,2.563
0.522,-0.070,-1.026,13.062,184.021,8.301
0.606,-0.031,-0.956,0.183,152.527,13.184
0.668,0.042,-0.937,-11.353,131.775,15.808
0.730,0.110,-0.941,-22.217,115.295,15.442
0.790,0.180,-0.801,-30.701,98.145,11.963
0.826,0.192,-0.663,-34.485,83.862,5.676
0.829,0.158,-0.635,-34.668,75.439,-1.587
0.836,0.107,-0.616,-32.532,65.063,-7.812
0.846,0.030,-0.529,-28.809,52.551,-13.550
0.853,-0.006,-0.485,-24.048,47.607,-16.052
0.857,-0.070,-0.458,-18.616,45.227,-18.005
0.847,-0.134,-0.451,-13.062,41.016,-18.677
0.852,-0.150,-0.440,-8.057,33.936,-16.846
0.855,-0.155,-0.390,-3.357,29.358,-14.221
0.849,-0.166,-0.372,2.014,28.381,-11.597
0.851,-0.193,-0.358,5.920,26.550,-8.972
0.863,-0.165,-0.348,7.324,23.621,-5.066
0.886,-0.133,-0.300,6.775,21.484,-2.380
0.903,-0.108,-0.286,4.761,25.452,-1.160
0.907,-0.073,-0.332,3.113,29.724,0.122
0.906,-0.074,-0.412,2.075,29.663,-0.427
0.909,-0.106,-0.424,-0.244,24.353,-1.526
0.916,-0.127,-0.391,-2.014,21.423,-1.221
0.924,-0.111,-0.394,-3.601,18.005,0.000
0.927,-0.095,-0.333,-3.052,10.925,0.854
0.931,-0.123,-0.263,-1.282,4.089,-0.732
0.944,-0.113,-0.243,0.549,4.822,-0.732
0.951,-0.114,-0.198,2.136,4.883,-0.610
0.953,-0.092,-0.197,2.136,2.869,-0.793
0.956,-0.098,-0.223,1.587,4.395,-1.526
0.949,-0.117,-0.207,1.282,6.714,-2.258
0.945,-0.108,-0.208,1.038,8.667,-2.258
0.957,-0.101,-0.247,-0.183,7.568,-2.258
0.958,-0.136,-0.239,-1.160,6.226,-2.869
0.944,-0.138,-0.232,-1.526,8.789,-2.808
0.949,-0.128,-0.231,-2.136,9.644,-2.197
0.951,-0.133,-0.245,-2.502,8.057,-2.075
0.945,-0.141,-0.254,-2.075,5.920,-1.465
0.944,-0.130,-0.247,0.244,2.380,-0.427
0.953,-0.139,-0.206,2.502,-1.648,-0.061
0.964,-0.100,-0.161,4.395,-2.869,0.916
0.973,-0.079,-0.167,6.348,-1.465,0.977
0.978,-0.086,-0.202,6.775,1.404,-0.122
0.977,-0.082,-0.215,5.920,3.174,-0.122
0.979,-0.085,-0.171,5.188,-0.305,-0.122
0.984,-0.091,-0.128,3.174,-1.770,-0.183
0.984,-0.069,-0.173,0.671,2.258,0.122
0.981,-0.071,-0.207,-0.610,4.883,-0.427
0.983,-0.098,-0.162,-0.977,5.249,-0.977
0.980,-0.083,-0.169,-1.099,4.517,-0.427
0.969,-0.098,-0.195,-1.282,3.723,-0.488
0.963,-0.120,-0.214,-0.977,2.258,-0.793
0.964,-0.121,-0.228,-0.916,1.160,0.305
0.964,-0.110,-0.194,0.427,0.671,1.343
0.970,-0.104,-0.155,1.892,0.549,1.831
0.976,-0.082,-0.160,1.648,0.000,2.136
0.973,-0.083,-0.184,1.404,-1.160,1.770
0.981,-0.084,-0.159,0.916,-2.686,1.404
0.986,-0.086,-0.138,-0.488,-1.587,1.526
0.990,-0.081,-0.140,-1.709,1.953,1.709
0.982,-0.085,-0.169,-2.197,3.052,1.953
0.977,-0.095,-0.184,-2.136,2.502,1.648
0.977,-0.090,-0.186,-1.221,3.418,2.319
0.978,-0.087,-0.173,0.000,0.610,2.869
0.982,-0.088,-0.155,0.244,-1.770,3.235
0.979,-0.079,-0.161,-0.244,-2.380,3.723
0.982,-0.062,-0.164,-1.038,-2.686,4.272
0.994,-0.047,-0.135,-1.587,-2.014,4.150
0.995,-0.037,-0.140,-1.831,-0.671,3.418
0.998,-0.030,-0.158,-1.953,1.099,2.441

0.546,-0.106,-2.039,5.249,-38.452,-7.874
0.497,-0.187,-1.970,-7.935,-78.796,-8.911
0.435,-0.217,-1.782,-24.109,-115.540,-7.935
0.405,-0.266,-1.618,-37.598,-144.714,-5.066
0.335,-0.341,-1.516,-45.898,-170.715,-1.953
0.288,-0.371,-1.320,-54.382,-194.946,4.333
0.227,-0.385,-1.315,-66.345,-206.726,14.465
0.172,-0.325,-1.092,-73.059,-226.562,25.146
0.123,-0.361,-0.978,-74.524,-244.080,33.020
0.095,-0.309,-0.899,-79.346,-258.118,44.128
0.094,-0.158,-0.660,-83.374,-280.151,57.861
0.106,-0.049,-0.198,-82.642,-300.476,67.383
0.118,0.022,0.216,-73.425,-314.087,71.899
0.136,0.045,0.356,-56.519,-311.829,74.097
0.119,0.010,0.330,-33.875,-306.030,75.500
0.072,-0.037,0.454,-11.536,-311.279,77.576
0.019,-0.057,0.642,7.202,-320.435,81.909
0.003,-0.030,0.906,21.912,-325.806,86.914
0.054,0.149,1.199,33.264,-326.660,93.140
0.186,0.423,1.591,41.870,-323.425,96.497
0.334,0.633,1.933,51.697,-308.472,90.637
0.465,0.766,2.152,58.472,-285.095,75.928
0.505,0.766,2.278,62.256,-258.301,55.542
0.476,0.710,2.236,61.707,-221.680,34.119
0.439,0.624,2.226,52.063,-191.284,15.808
0.426,0.476,2.421,36.804,-170.898,1.648
0.443,0.400,2.741,18.860,-145.325,-5.188
0.486,0.380,3.133,3.601,-118.469,-8.057
0.526,0.339,3.358,-6.104,-78.064,-12.268
0.517,0.307,3.276,-3.235,-32.471,-15.869
0.506,0.208,3.183,7.263,9.399,-19.897
0.500,0.164,3.104,23.376,42.419,-21.423
0.499,0.189,3.013,38.452,79.956,-20.020
0.514,0.184,2.930,48.340,113.525,-20.325
0.512,0.226,2.808,55.359,150.085,-21.484
0.482,0.236,2.588,59.021,192.627,-24.048
0.417,0.135,2.256,60.242,232.117,-27.466
0.332,0.033,1.891,56.152,267.578,-27.893
0.264,-0.010,1.484,49.561,299.011,-23.743
0.206,-0.050,1.028,43.213,320.129,-19.104
0.184,-0.108,0.666,34.058,324.463,-14.709
0.203,-0.118,0.478,24.475,315.308,-8.972
0.235,-0.107,0.391,19.165,301.392,-4.150
0.278,-0.074,0.279,14.465,290.161,-0.854
0.329,-0.036,0.124,11.658,280.334,2.258
0.369,-0.016,0.005,12.451,270.935,3.357
0.386,-0.033,-0.126,14.343,263.550,3.357
0.402,-0.051,-0.294,13.672,253.662,3.662
0.435,-0.034,-0.429,11.292,237.610,4.211
0.490,-0.013,-0.504,8.484,218.750,4.333
0.542,-0.033,-0.501,4.944,202.087,3.540
0.594,0.001,-0.493,0.488,186.462,3.967
0.646,0.034,-0.518,-4.639,174.194,3.723
0.689,0.054,-0.530,-10.620,160.950,1.953
0.709,0.040,-0.558,-14.709,150.330,-0.732
0.733,0.006,-0.582,-17.029,136.475,-2.563
0.751,-0.013,-0.547,-18.127,122.009,-3.235
0.777,-0.011,-0.486,-18.005,107.971,-3.601
0.811,-0.031,-0.422,-18.738,101.379,-4.150
0.828,0.007,-0.410,-18.127,94.543,-4.639
0.837,-0.014,-0.387,-15.442,88.074,-6.958
0.831,-0.011,-0.413,-10.742,85.693,-9.277
0.821,-0.049,-0.448,-5.127,78.552,-10.925
0.832,-0.076,-0.450,-2.319,70.374,-11.963
0.860,-0.043,-0.409,0.122,65.125,-10.254
0.874,-0.013,-0.423,4.456,59.509,-9.888
0.879,-0.034,-0.454,8.606,52.673,-11.658
0.882,-0.089,-0.432,9.644,48.462,-13.245
0.882,-0.089,-0.439,9.216,42.969,-11.658
0.879,-0.094,-0.436,8.606,36.072,-9.583
0.880,-0.118,-0.402,7.019,33.875,-8.179
0.900,-0.104,-0.349,4.028,30.457,-5.676
0.918,-0.062,-0.307,0.977,26.794,-3.113
0.930,-0.032,-0.298,-0.793,25.940,-2.747
0.938,-0.025,-0.312,-1.892,26.978,-4.089
0.933,-0.036,-0.338,-2.197,27.405,-5.737
0.925,-0.057,-0.337,-1.404,26.001,-6.958
0.920,-0.086,-0.355,-0.916,21.545,-7.812
0.924,-0.112,-0.339,-1.282,15.503,-7.812
0.927,-0.113,-0.284,-0.305,11.169,-7.080
0.929,-0.123,-0.263,2.258,9.644,-6.531
0.924,-0.124,-0.277,4.944,10.742,-5.859
0.931,-0.122,-0.276,7.812,11.353,-4.822
0.929,-0.133,-0.254,9.521,8.728,-4.456
0.927,-0.113,-0.273,10.254,6.714,-3.052
0.943,-0.091,-0.253,8.850,5.859,-2.441
0.955,-0.061,-0.273,6.348,6.958,-2.319
0.951,-0.096,-0.279,4.089,7.446,-3.296
0.947,-0.091,-0.251,1.648,7.080,-3.540
0.954,-0.061,-0.267,0.366,7.996,-2.808
0.954,-0.087,-0.294,0.122,5.310,-4.395
0.950,-0.107,-0.300,0.427,2.136,-5.432
0.948,-0.117,-0.257,1.160,2.258,-5.005
0.949,-0.115,-0.223,2.747,1.038,-4.150
0.949,-0.123,-0.218,4.883,-1.709,-3.723
0.949,-0.125,-0.233,6.104,0.732,-3.113
0.946,-0.121,-0.225,6.470,-0.183,-2.441
0.952,-0.118,-0.216,5.920,-1.953,-2.075
0.966,-0.111,-0.194,5.005,0.061,-1.343
0.966,-0.091,-0.183,3.418,-0.366,-0.671
0.967,-0.082,-0.212,1.831,1.526,-0.427
0.968,-0.089,-0.256,0.916,5.188,-0.549
0.974,-0.112,-0.209,0.793,0.793,-0.488
0.978,-0.074,-0.164,1.404,-2.014,0.610
0.980,-0.069,-0.190,2.625,1.099,0.671
0.978,-0.083,-0.213,3.967,2.625,-0.305
0.974,-0.087,-0.197,4.639,-1.160,-0.305
0.976,-0.081,-0.172,5.432,-0.305,0.305
0.977,-0.090,-0.169,6.165,0.854,0.671
0.973,-0.095,-0.168,6.104,-1.099,0.793
0.979,-0.075,-0.160,5.005,-0.183,1.770
0.988,-0.053,-0.152,3.845,0.305,2.197
0.996,-0.041,-0.170,2.686,1.038,1.953
0.998,-0.039,-0.201,0.977,1.038,1.221
1.001,-0.047,-0.175,0.000,1.648,0.549
0.999,-0.031,-0.148,0.122,2.563,0.183
0.995,-0.031,-0.192,0.488,0.977,-0.610
0.983,-0.071,-0.196,1.099,0.122,-2.014
0.984,-0.074,-0.180,1.892,0.366,-1.831

0.647,0.365,1.977,19.226,-226.379,-2.075
0.690,0.361,2.119,20.752,-205.078,-13.428
0.702,0.277,2.361,23.132,-183.655,-27.283
0.692,0.175,2.452,25.391,-156.311,-37.842
0.666,-0.040,2.546,15.625,-127.014,-45.471
0.652,-0.195,2.794,-2.258,-104.309,-44.495
0.663,-0.254,3.007,-23.315,-70.923,-36.316
0.701,-0.276,3.146,-38.818,-32.227,-27.222
0.765,-0.220,3.226,-40.100,3.967,-18.188
0.724,-0.130,3.172,-22.095,39.429,-12.756
0.701,-0.204,2.845,2.380,77.515,-11.780
0.701,-0.205,2.651,15.991,109.863,-9.644
0.650,-0.096,2.461,32.654,135.132,-3.540
0.593,-0.079,2.158,48.340,162.048,-3.174
0.562,-0.053,1.878,59.631,189.331,-2.930
0.532,-0.015,1.610,61.584,208.496,-2.014
0.497,0.006,1.395,57.861,224.243,-0.854
0.464,0.002,1.147,49.988,238.831,0.366
0.430,-0.040,0.937,40.955,250.244,1.587
0.399,-0.066,0.782,29.541,258.728,4.333
0.399,-0.015,0.604,19.165,266.907,8.667
0.409,0.031,0.438,10.925,271.484,11.292
0.406,-0.005,0.364,5.066,272.156,10.498
0.410,0.002,0.246,0.183,272.278,11.475
0.432,0.023,0.102,-1.282,273.315,12.451
0.435,0.041,-0.052,1.465,269.836,11.414
0.428,-0.015,-0.193,5.005,260.437,8.972
0.446,-0.016,-0.343,7.202,248.169,8.240
0.471,-0.024,-0.496,8.789,236.938,8.606
0.513,-0.048,-0.555,8.545,218.445,8.606
0.564,0.003,-0.560,2.991,203.064,10.010
0.604,0.032,-0.549,-5.127,193.359,10.315
0.655,0.102,-0.585,-17.761,183.838,8.545
0.665,-0.072,-0.584,-21.973,169.373,3.540
0.665,0.043,-0.653,-21.240,161.499,6.592
0.647,0.032,-0.764,-22.461,151.611,7.263
0.673,-0.072,-0.789,-23.560,135.193,0.916
0.711,-0.025,-0.749,-22.461,116.638,1.648
0.728,-0.007,-0.746,-21.057,103.394,1.404
0.742,-0.035,-0.763,-19.043,90.210,-1.038
0.757,-0.057,-0.719,-16.235,75.684,-2.319
0.766,-0.074,-0.681,-10.742,63.477,-3.174
0.788,-0.106,-0.600,-6.226,50.598,-3.540
0.800,-0.110,-0.516,-4.333,44.800,-3.296
0.806,-0.113,-0.500,-1.099,40.588,-2.686
0.806,-0.118,-0.546,2.930,39.612,-2.380
0.824,-0.138,-0.556,6.226,32.898,-2.197
0.833,-0.120,-0.529,8.423,28.503,-1.221
0.831,-0.106,-0.534,10.315,23.193,0.061
0.833,-0.111,-0.548,9.460,20.752,0.366
0.853,-0.121,-0.532,7.202,14.771,1.221
0.876,-0.125,-0.450,2.991,11.292,2.808
0.890,-0.107,-0.394,-1.221,7.446,4.761
0.899,-0.085,-0.358,-4.517,10.559,5.798
0.914,-0.064,-0.358,-5.310,11.963,5.493
0.922,-0.059,-0.359,-4.700,11.047,4.028
0.927,-0.063,-0.321,-2.930,8.728,2.136
0.937,-0.041,-0.293,-2.258,9.338,0.916
0.946,-0.046,-0.276,-1.526,7.751,-0.732
0.935,-0.081,-0.293,0.488,9.644,-2.380
0.922,-0.091,-0.374,3.662,9.521,-2.808
0.912,-0.129,-0.390,5.432,4.822,-3.662
0.907,-0.170,-0.327,7.385,0.671,-3.296
0.913,-0.186,-0.301,7.996,-0.671,-1.526
0.916,-0.160,-0.331,6.653,-0.061,1.831
0.918,-0.161,-0.315,4.700,-0.244,4.333
0.922,-0.149,-0.282,3.906,-1.770,6.958
0.936,-0.110,-0.274,2.930,-3.479,9.521
0.950,-0.080,-0.253,1.709,-2.502,11.353
0.960,-0.052,-0.221,0.977,-2.563,11.597
0.968,-0.038,-0.220,0.244,1.221,11.292
0.971,-0.050,-0.242,-1.099,0.244,10.498
0.971,-0.056,-0.236,-2.441,1.038,10.559
0.978,-0.045,-0.205,-2.502,2.197,10.986
0.992,-0.026,-0.186,-2.014,1.404,10.925
0.990,-0.013,-0.199,-0.610,4.639,9.766
0.987,-0.016,-0.237,1.953,6.287,8.484
0.986,-0.019,-0.235,4.639,2.930,6.958
0.985,-0.022,-0.232,7.263,0.488,5.737
0.979,-0.032,-0.243,8.179,1.648,5.005
0.978,-0.014,-0.248,7.690,-0.122,5.005
0.984,-0.015,-0.250,7.202,1.282,4.700
0.990,-0.022,-0.215,6.775,-1.831,4.028
0.990,0.003,-0.202,5.493,-0.854,3.967
0.988,-0.004,-0.216,4.395,2.075,2.991
0.982,-0.010,-0.229,3.113,0.610,1.343
0.983,-0.000,-0.242,2.625,1.587,0.732
0.981,0.000,-0.225,3.113,3.296,-0.549
0.981,-0.003,-0.241,3.723,2.686,-1.770
0.980,-0.033,-0.249,3.967,-0.183,-2.319
0.972,-0.046,-0.234,3.906,0.305,-2.319
0.965,-0.062,-0.228,4.333,-0.549,-2.136
0.974,-0.074,-0.203,3.540,-2.014,-1.587
0.979,-0.067,-0.194,2.747,0.977,0.183
0.975,-0.061,-0.191,1.953,0.549,1.221
0.975,-0.048,-0.213,1.465,3.723,2.380
0.979,-0.046,-0.219,1.953,1.953,2.686
0.977,-0.032,-0.230,2.197,3.296,2.869
0.978,-0.024,-0.224,3.296,3.418,2.686
0.986,-0.034,-0.186,3.540,0.732,1.831
0.987,-0.007,-0.216,3.418,4.395,1.892
0.981,-0.016,-0.247,3.723,3.357,0.916
0.974,-0.040,-0.235,3.174,4.211,0.183
0.971,-0.046,-0.244,2.380,2.625,0.793
0.968,-0.049,-0.253,1.099,4.700,1.709
0.970,-0.038,-0.244,0.793,3.052,2.686
0.972,-0.033,-0.234,0.977,4.211,3.052
0.973,-0.034,-0.229,2.014,2.319,2.808
0.968,-0.028,-0.246,2.380,4.211,2.686
0.975,-0.024,-0.250,2.869,2.625,2.441
0.977,-0.032,-0.238,2.869,3.662,2.136
0.977,-0.037,-0.214,2.563,2.502,1.953
0.979,-0.034,-0.215,1.831,4.150,2.197
0.978,-0.049,-0.209,1.709,3.662,2.258
0.978,-0.051,-0.188,1.709,1.770,2.625
0.982,-0.056,-0.180,1.160,4.822,3.113
0.974,-0.055,-0.206,1.160,8.057,4.028
0.967,-0.063,-0.221,0.610,6.042,4.761
0.967,-0.067,-0.232,-0.366,7.019,5.981

0.756,1.159,2.055,0.916,-286.194,79.529
0.842,1.220,2.188,12.939,-261.108,48.584
0.800,1.085,2.248,32.471,-236.023,12.146
0.729,0.785,2.299,42.725,-208.252,-19.653
0.638,0.516,2.277,38.269,-178.101,-37.903
0.570,0.305,2.310,23.682,-149.292,-43.701
0.543,0.197,2.432,7.568,-123.962,-40.771
0.585,0.132,2.616,-11.230,-97.656,-33.997
0.635,0.156,2.796,-25.330,-67.932,-25.879
0.677,0.178,2.977,-29.358,-36.621,-20.508
0.691,0.176,3.021,-21.729,-2.441,-18.066
0.704,0.182,2.916,-10.498,34.729,-16.541
0.727,0.209,2.886,-0.671,66.956,-15.686
0.759,0.241,2.858,7.874,96.558,-15.808
0.750,0.245,2.703,16.357,133.789,-17.334
0.669,0.231,2.359,25.452,173.523,-19.470
0.575,0.126,1.980,33.081,210.205,-22.156
0.500,0.110,1.613,33.447,233.398,-21.362
0.442,0.100,1.331,31.189,251.648,-18.372
0.424,0.126,1.079,23.376,265.564,-16.541
0.448,0.209,0.893,13.367,271.362,-14.404
0.463,0.262,0.763,6.165,273.743,-15.625
0.469,0.281,0.638,1.404,277.039,-20.386
0.496,0.337,0.532,-4.089,278.564,-25.574
0.480,0.351,0.417,-6.897,276.123,-32.776
0.447,0.251,0.227,-6.409,277.710,-41.687
0.412,0.143,-0.022,-6.287,277.283,-46.631
0.400,0.056,-0.227,-4.211,269.287,-47.180
0.397,-0.017,-0.350,-0.854,251.892,-44.983
0.414,-0.099,-0.474,-1.221,234.985,-40.771
0.455,-0.129,-0.563,-4.639,219.177,-33.936
0.524,-0.067,-0.579,-9.277,199.097,-25.879
0.568,-0.019,-0.602,-12.451,184.875,-20.996
0.593,-0.022,-0.653,-11.841,167.603,-20.020
0.646,-0.016,-0.640,-11.719,151.855,-18.372
0.685,0.006,-0.592,-12.207,133.118,-16.113
0.715,0.036,-0.582,-12.329,121.765,-14.771
0.749,0.059,-0.585,-11.475,111.877,-14.587
0.774,0.057,-0.588,-11.230,100.037,-15.991
0.779,0.047,-0.558,-10.193,89.600,-17.700
0.790,0.044,-0.512,-8.789,78.247,-19.592
0.818,0.063,-0.529,-7.996,71.167,-20.935
0.831,0.037,-0.520,-4.639,60.791,-24.109
0.824,-0.031,-0.508,0.427,53.894,-27.649
0.819,-0.055,-0.513,2.869,44.556,-28.503
0.835,-0.095,-0.463,5.249,38.879,-28.259
0.841,-0.117,-0.442,6.836,32.959,-26.672
0.840,-0.144,-0.441,6.714,32.104,-24.170
0.831,-0.151,-0.460,6.348,32.104,-21.179
0.837,-0.152,-0.460,5.493,27.588,-17.578
0.845,-0.164,-0.419,3.601,23.437,-14.709
0.860,-0.147,-0.402,1.648,20.569,-10.864
0.872,-0.121,-0.385,-1.038,20.569,-7.751
0.875,-0.108,-0.370,-2.625,18.433,-6.042
0.874,-0.116,-0.355,-3.479,14.771,-5.432
0.890,-0.121,-0.329,-4.028,15.381,-4.639
0.902,-0.118,-0.308,-3.967,14.954,-3.479
0.904,-0.108,-0.358,-2.991,13.672,-2.625
0.900,-0.130,-0.347,-0.732,9.949,-2.502
0.910,-0.129,-0.280,1.160,7.812,-2.197
0.927,-0.094,-0.274,2.625,8.301,-1.282
0.935,-0.064,-0.343,4.578,6.531,-1.221
0.931,-0.094,-0.312,5.615,1.953,-2.258
0.923,-0.121,-0.278,6.714,0.000,-2.747
0.925,-0.131,-0.279,6.165,2.258,-2.136
0.931,-0.128,-0.260,4.883,-0.244,-1.099
0.928,-0.130,-0.271,3.601,2.563,0.183
0.932,-0.128,-0.271,2.686,2.869,1.465
0.937,-0.112,-0.240,2.563,-1.221,2.808
0.949,-0.104,-0.205,2.502,-1.160,3.723
0.966,-0.070,-0.187,1.648,1.587,4.639
0.971,-0.054,-0.214,2.014,4.456,4.700
0.969,-0.052,-0.237,2.014,1.770,4.150
0.970,-0.046,-0.212,2.380,-0.366,3.906
0.972,-0.084,-0.187,3.052,2.136,3.601
0.964,-0.072,-0.213,2.625,1.892,4.456
0.959,-0.062,-0.241,1.831,2.930,5.493
0.969,-0.061,-0.224,1.709,3.296,6.042
0.972,-0.036,-0.196,2.502,3.540,7.019
0.972,-0.026,-0.203,2.930,4.272,7.141
0.975,-0.024,-0.228,2.930,2.625,6.470
0.984,-0.018,-0.231,2.197,4.089,6.226
0.986,0.003,-0.218,1.709,3.662,6.226
0.987,0.001,-0.218,2.075,3.235,5.493
0.985,-0.012,-0.215,2.197,1.709,4.517
0.980,-0.023,-0.216,2.441,-0.793,4.211
0.982,-0.039,-0.196,2.441,-2.991,4.272
0.981,-0.033,-0.157,2.747,-3.540,4.639
0.982,-0.016,-0.159,2.747,-1.526,5.371
0.985,-0.004,-0.181,2.625,0.916,5.249
0.983,-0.001,-0.203,2.197,3.357,4.517
0.988,0.012,-0.196,1.587,4.822,4.211
0.991,0.018,-0.196,1.465,4.578,3.601
0.991,0.008,-0.204,1.282,4.639,2.563
0.986,0.006,-0.218,0.610,3.601,1.831
0.984,0.002,-0.226,0.183,0.916,1.221
0.982,-0.008,-0.232,1.343,-0.732,0.427
0.987,-0.024,-0.196,2.319,-1.709,-0.061
0.989,-0.030,-0.162,2.991,-0.610,0.488
0.982,-0.025,-0.179,3.479,2.014,0.854
0.980,-0.018,-0.193,3.479,3.784,1.465
0.981,-0.024,-0.188,2.563,1.099,1.648
0.982,-0.014,-0.194,1.404,0.305,2.136
0.984,-0.005,-0.190,0.183,0.916,2.502
0.986,0.003,-0.197,-0.366,2.380,2.197
0.984,-0.003,-0.218,-0.305,3.845,1.526
0.982,-0.008,-0.225,-0.305,4.517,0.977
0.984,0.001,-0.208,0.000,3.723,0.732
0.982,-0.001,-0.211,1.099,1.892,0.122
0.976,-0.036,-0.205,2.014,0.488,-1.038
0.972,-0.054,-0.190,1.526,0.427,-0.793
0.973,-0.035,-0.231,0.916,1.221,0.549
0.978,-0.033,-0.195,0.549,2.991,1.526
0.981,-0.014,-0.167,-0.122,3.662,2.014
0.983,-0.003,-0.209,-0.610,4.333,2.258
0.980,-0.015,-0.211,0.122,2.441,1.587
0.987,-0.003,-0.203,0.366,3.479,1.587
0.990,0.004,-0.189,-0.122,5.066,1.343
0.987,-0.005,-0.191,0.122,3.174,0.488

0.444,0.215,-2.468,-8.972,-53.772,-20.691
0.378,0.160,-2.136,-31.982,-109.863,-26.245
0.334,0.116,-1.749,-58.289,-152.588,-27.771
0.280,0.059,-1.437,-79.590,-178.528,-27.527
0.229,-0.120,-1.082,-89.233,-198.792,-27.832
0.207,-0.240,-0.844,-88.257,-212.524,-23.926
0.167,-0.285,-0.831,-83.801,-218.811,-15.564
0.130,-0.244,-0.949,-79.163,-226.685,-5.371
0.072,-0.238,-1.039,-76.050,-240.112,3.052
0.009,-0.169,-1.045,-77.148,-262.329,12.939
-0.047,-0.002,-0.847,-81.299,-294.556,23.560
-0.070,0.091,-0.391,-82.153,-328.369,28.625
-0.064,0.123,0.040,-75.989,-350.464,29.663
-0.031,0.142,0.356,-63.049,-362.000,30.090
-0.011,0.096,0.564,-45.349,-367.432,29.236
-0.013,0.009,0.766,-26.184,-371.216,28.748
-0.012,-0.073,1.124,-7.263,-373.291,31.128
0.042,-0.116,1.549,9.705,-365.601,36.072
0.112,-0.132,1.975,23.315,-349.548,42.297
0.200,-0.104,2.342,28.259,-318.481,50.110
0.348,0.205,2.675,24.841,-281.311,59.753
0.561,0.533,3.073,12.512,-242.371,61.829
0.692,0.672,3.297,4.211,-196.777,50.415
0.758,0.687,3.405,-6.226,-147.705,34.180
0.807,0.647,3.564,-20.020,-105.347,18.799
0.841,0.528,3.801,-35.217,-65.552,4.517
0.855,0.438,3.990,-43.396,-23.071,-5.249
0.826,0.342,3.970,-38.635,25.085,-12.390
0.786,0.217,3.766,-21.973,72.388,-18.127
0.732,0.161,3.517,2.625,113.831,-20.508
0.644,0.142,3.262,31.799,153.137,-21.667
0.556,0.105,2.940,56.274,196.167,-23.193
0.481,0.141,2.361,71.472,241.577,-23.560
0.374,0.124,1.853,75.623,274.231,-25.452
0.279,0.063,1.505,73.975,295.105,-26.611
0.214,0.072,1.144,67.139,308.960,-24.231
0.185,0.099,0.845,59.998,318.848,-21.545
0.203,0.138,0.695,52.429,316.589,-21.118
0.198,0.154,0.525,50.171,316.345,-23.132
0.165,0.084,0.284,53.589,313.721,-27.344
0.146,-0.014,0.092,57.068,307.129,-29.663
0.145,-0.074,-0.040,60.547,299.561,-27.893
0.180,-0.078,-0.162,60.791,290.955,-22.888
0.227,-0.037,-0.336,61.035,281.738,-17.822
0.266,-0.077,-0.430,59.692,270.081,-15.320
0.322,-0.034,-0.475,49.133,260.132,-10.925
0.363,0.027,-0.683,35.950,254.028,-5.737
0.391,-0.016,-0.915,25.696,242.676,-5.005
0.438,-0.060,-0.981,17.761,219.849,-4.028
0.485,-0.062,-0.986,9.155,193.542,-0.732
0.536,-0.006,-1.034,0.488,171.631,3.174
0.584,-0.085,-0.992,-9.277,149.048,4.517
0.656,-0.086,-0.858,-10.742,125.549,4.639
0.699,0.058,-0.802,-13.611,111.206,9.888
0.732,0.041,-0.748,-14.160,100.037,5.615
0.758,0.060,-0.670,-13.367,87.646,0.610
0.768,0.045,-0.638,-9.949,78.918,-3.479
0.773,0.014,-0.664,-5.066,71.899,-8.789
0.780,-0.021,-0.694,0.366,63.843,-13.123
0.774,-0.066,-0.707,6.897,55.115,-16.846
0.758,-0.120,-0.737,13.000,47.180,-18.738
0.748,-0.165,-0.778,17.639,37.415,-18.311
0.759,-0.219,-0.696,19.226,27.771,-15.930
0.763,-0.251,-0.625,19.226,19.775,-11.414
0.768,-0.256,-0.598,16.418,14.343,-5.615
0.787,-0.216,-0.568,12.146,11.963,0.000
0.807,-0.192,-0.532,8.667,12.207,4.333
0.833,-0.136,-0.498,5.493,12.573,7.751
0.860,-0.088,-0.468,1.709,12.512,9.705
0.891,-0.066,-0.441,-2.136,12.390,9.766
0.899,-0.027,-0.416,-5.249,13.306,9.521
0.906,-0.029,-0.428,-6.409,14.465,7.019
0.912,-0.043,-0.460,-5.310,12.268,3.906
0.918,-0.054,-0.437,-3.296,7.751,1.160
0.913,-0.074,-0.446,-1.526,4.700,-1.221
0.904,-0.112,-0.440,-0.732,2.319,-2.563
0.899,-0.133,-0.424,0.977,-1.099,-3.357
0.893,-0.168,-0.423,1.465,-4.272,-3.418
0.880,-0.196,-0.440,1.953,-7.385,-2.686
0.892,-0.205,-0.401,1.831,-11.475,-1.343
