aX,aY,aZ,gX,gY,gZ
0.526,-0.093,1.273,63.110,159.241,-3.723
0.527,-0.080,1.141,61.218,168.152,-0.366
0.523,-0.036,0.988,58.533,175.842,3.723
0.506,-0.019,0.849,56.213,181.458,6.226
0.497,-0.018,0.685,53.528,187.073,7.812
0.470,-0.032,0.530,51.270,190.308,9.338
0.477,-0.033,0.382,46.875,190.918,11.536
0.502,0.001,0.261,42.175,189.148,14.404
0.512,-0.007,0.177,38.818,185.547,14.709
0.529,-0.006,0.094,34.363,181.763,15.076
0.551,0.022,-0.016,30.762,177.734,16.113
0.578,0.033,-0.099,26.123,171.326,15.747
0.612,0.020,-0.102,22.888,161.316,14.709
0.636,0.027,-0.099,18.738,153.625,14.038
0.677,0.064,-0.121,13.245,148.804,13.794
0.707,0.062,-0.142,8.118,143.616,11.963
0.734,0.057,-0.178,3.418,137.878,9.644
0.767,0.064,-0.143,-1.282,130.737,8.118
0.792,0.052,-0.058,-5.920,124.390,6.042
0.805,0.069,-0.043,-10.376,123.352,4.578
0.812,0.042,-0.076,-12.817,124.207,1.770
0.805,-0.013,-0.124,-14.404,124.207,-1.160
0.798,-0.032,-0.169,-15.991,122.864,-1.648
0.802,-0.050,-0.162,-17.151,119.812,-1.709
0.804,-0.050,-0.202,-15.930,116.943,-1.953
0.808,-0.063,-0.270,-13.611,114.075,-2.258
0.812,-0.090,-0.298,-10.254,108.643,-2.991
0.808,-0.117,-0.312,-7.141,102.661,-3.235
0.802,-0.121,-0.356,-4.578,97.290,-2.686
0.816,-0.129,-0.362,-2.747,90.088,-2.319
0.837,-0.110,-0.333,-1.648,82.703,-1.770
0.845,-0.089,-0.330,-0.061,77.515,-1.465
0.852,-0.065,-0.318,0.366,73.730,-1.953
0.897,-0.046,-0.265,-0.916,70.190,-2.563
0.924,-0.030,-0.222,-2.136,67.078,-4.150
0.920,-0.020,-0.242,-0.977,67.505,-6.348
0.900,-0.056,-0.254,0.916,66.895,-9.766
0.888,-0.093,-0.304,2.441,65.674,-12.146
0.882,-0.133,-0.388,3.601,63.660,-13.062
0.876,-0.149,-0.429,4.639,58.289,-12.207
0.876,-0.163,-0.404,6.714,49.866,-10.986
0.866,-0.185,-0.395,8.118,43.640,-9.949
0.861,-0.200,-0.432,8.972,39.063,-7.935
0.877,-0.207,-0.382,9.460,32.349,-6.042
0.885,-0.203,-0.323,10.010,27.527,-3.662
0.890,-0.184,-0.315,9.583,26.367,-1.770
0.901,-0.159,-0.303,8.667,25.513,-0.061
0.921,-0.130,-0.277,7.935,24.353,1.038
0.938,-0.092,-0.270,6.836,24.536,1.343
0.948,-0.066,-0.274,6.531,25.269,0.122
0.951,-0.076,-0.281,7.202,24.902,-1.892
0.942,-0.079,-0.319,8.606,25.024,-3.113
0.924,-0.108,-0.353,9.766,23.743,-4.639
0.911,-0.163,-0.359,9.338,21.057,-5.493
0.904,-0.159,-0.383,7.690,18.799,-3.723
0.904,-0.167,-0.374,5.615,16.479,-2.197
0.902,-0.175,-0.355,3.174,13.489,-0.854
0.910,-0.172,-0.356,1.343,12.268,1.465
0.922,-0.164,-0.314,-0.122,10.437,3.601
0.932,-0.131,-0.285,-0.549,9.216,5.432
0.945,-0.101,-0.275,-0.122,9.521,6.226
0.961,-0.074,-0.282,0.671,9.155,5.554
0.965,-0.070,-0.281,2.136,7.874,3.967
0.962,-0.067,-0.287,3.845,6.531,2.136
0.953,-0.084,-0.309,4.639,5.920,0.488
0.950,-0.095,-0.313,4.578,4.272,-0.671
0.951,-0.127,-0.273,3.723,2.441,-1.282
0.949,-0.128,-0.246,2.075,2.258,-0.610
0.948,-0.133,-0.244,0.977,3.174,0.610
0.947,-0.145,-0.244,0.305,3.113,1.404
0.946,-0.134,-0.255,-0.061,3.906,3.052
0.950,-0.117,-0.259,-0.793,3.967,4.822
0.959,-0.088,-0.266,-1.160,3.906,5.737
0.960,-0.080,-0.281,-0.305,3.479,5.554
0.966,-0.086,-0.263,0.610,1.526,4.822
0.967,-0.071,-0.255,0.977,-0.366,4.456
0.968,-0.089,-0.262,1.953,-0.671,3.723
0.970,-0.096,-0.235,1.953,-1.709,3.357
0.972,-0.098,-0.202,1.465,-2.808,3.723
0.977,-0.095,-0.186,0.793,-2.319,4.089
0.983,-0.078,-0.176,0.061,-1.587,4.639
0.988,-0.064,-0.177,-1.099,-0.488,4.578
0.995,-0.050,-0.198,-2.319,1.221,4.211
0.994,-0.042,-0.204,-2.502,1.953,3.296
0.996,-0.043,-0.209,-1.587,0.977,1.831
0.989,-0.063,-0.207,-0.427,0.000,0.427
0.991,-0.083,-0.192,0.549,-0.916,-0.488
1.000,-0.078,-0.148,0.061,-1.953,-0.366
1.001,-0.072,-0.139,0.244,-1.160,0.000
0.996,-0.085,-0.145,0.610,0.427,-0.549
0.987,-0.104,-0.151,0.488,1.892,-0.977
0.978,-0.102,-0.189,0.244,3.601,-0.244
0.977,-0.107,-0.211,0.549,4.028,0.122
0.971,-0.131,-0.188,0.793,2.930,0.183
0.971,-0.118,-0.187,0.610,3.052,1.099
0.975,-0.110,-0.194,0.366,3.357,2.075
0.982,-0.103,-0.179,0.549,2.380,2.686
0.985,-0.094,-0.162,1.160,2.136,2.869
0.985,-0.087,-0.172,1.465,3.235,2.930
0.980,-0.091,-0.196,1.526,4.456,2.380

0.344,-0.011,2.376,19.165,-287.354,5.005
0.413,0.109,2.337,16.785,-250.122,7.812
0.463,0.177,2.345,15.137,-218.262,4.028
0.480,0.128,2.375,15.686,-192.200,-2.991
0.460,0.033,2.358,11.658,-164.429,-9.399
0.455,-0.008,2.430,0.366,-136.780,-11.658
0.483,-0.080,2.649,-21.423,-109.070,-11.658
0.516,-0.089,2.851,-47.485,-73.486,-8.850
0.558,-0.024,2.899,-65.796,-32.166,-5.432
0.564,-0.021,2.851,-71.106,5.127,-5.554
0.547,-0.056,2.711,-62.195,34.302,-8.057
0.533,-0.112,2.621,-40.527,57.251,-10.010
0.496,-0.166,2.542,-12.634,76.050,-10.681
0.478,-0.178,2.393,12.573,96.191,-9.094
0.458,-0.189,2.159,31.067,119.263,-5.432
0.449,-0.179,2.053,41.443,138.794,-1.343
0.439,-0.142,1.913,45.349,161.011,4.333
0.442,-0.122,1.773,45.776,183.960,8.850
0.428,-0.085,1.594,43.701,206.177,13.428
0.409,-0.042,1.369,40.283,225.769,16.724
0.409,0.018,1.146,37.598,239.380,18.860
0.418,0.037,0.996,34.973,244.812,18.738
0.411,0.020,0.825,34.668,247.437,17.273
0.423,0.038,0.651,34.058,248.230,16.785
0.428,0.040,0.526,34.363,245.972,16.357
0.443,0.027,0.406,35.034,242.310,14.893
0.439,0.005,0.320,34.729,238.403,14.343
0.451,-0.001,0.192,33.569,235.291,14.893
0.473,-0.026,0.094,32.715,229.797,15.381
0.500,-0.004,0.002,31.067,222.839,16.907
0.524,0.025,-0.124,31.372,215.393,17.822
0.549,0.068,-0.207,31.616,203.979,17.090
0.616,0.116,-0.247,30.212,189.575,14.954
0.662,0.158,-0.267,28.503,174.744,10.925
0.697,0.127,-0.277,27.039,161.804,5.371
0.689,0.099,-0.299,23.682,151.794,0.671
0.703,0.075,-0.348,17.883,144.165,-1.648
0.736,0.055,-0.320,9.338,133.911,-2.747
0.781,0.032,-0.206,0.977,124.084,-3.723
0.803,0.026,-0.134,-5.676,120.667,-4.028
0.807,0.011,-0.115,-10.620,121.460,-4.761
0.801,-0.044,-0.146,-13.489,123.291,-5.737
0.799,-0.072,-0.184,-16.846,125.732,-5.249
0.792,-0.077,-0.227,-20.325,126.587,-3.357
0.795,-0.071,-0.273,-23.132,125.732,-2.258
0.807,-0.060,-0.346,-23.743,121.887,-1.770
0.804,-0.087,-0.365,-21.973,114.502,-2.075
0.808,-0.098,-0.410,-19.165,106.445,-2.014
0.833,-0.095,-0.382,-16.052,97.229,-1.526
0.857,-0.074,-0.294,-13.672,88.806,-1.526
0.879,-0.039,-0.249,-10.254,84.778,-1.770
0.883,-0.018,-0.239,-6.042,82.397,-2.869
0.881,-0.023,-0.258,-3.418,82.764,-5.371
0.878,-0.054,-0.316,-1.770,82.703,-8.057
0.856,-0.081,-0.396,-1.038,82.275,-9.399
0.833,-0.114,-0.465,-1.099,78.979,-9.460
0.838,-0.138,-0.484,-2.258,73.120,-8.606
0.840,-0.156,-0.485,-5.188,66.956,-7.324
0.867,-0.122,-0.467,-8.972,61.768,-4.517
0.897,-0.070,-0.417,-11.475,55.481,-2.686
0.908,-0.055,-0.398,-11.108,50.964,-3.845
0.901,-0.049,-0.404,-8.545,47.852,-5.981
0.892,-0.070,-0.427,-6.165,44.006,-8.118
0.889,-0.091,-0.438,-3.357,39.001,-9.827
0.883,-0.119,-0.436,-0.061,34.058,-10.925
0.880,-0.131,-0.430,1.892,29.968,-11.047
0.888,-0.123,-0.396,2.075,26.245,-9.888
0.894,-0.142,-0.397,2.319,24.231,-9.277
0.892,-0.174,-0.399,1.465,23.376,-8.301
0.888,-0.173,-0.409,-0.061,22.705,-5.737
0.893,-0.164,-0.410,-0.610,20.874,-3.235
0.901,-0.154,-0.403,-0.305,17.334,-2.014
0.907,-0.145,-0.388,0.671,14.648,-0.732
0.911,-0.128,-0.330,1.648,12.268,0.061
0.931,-0.075,-0.294,2.625,11.902,0.732
0.942,-0.060,-0.312,3.418,13.306,-0.488
0.930,-0.070,-0.370,3.601,14.709,-2.136
0.919,-0.087,-0.406,3.113,14.282,-2.930
0.924,-0.109,-0.390,2.075,10.986,-3.601
0.929,-0.114,-0.368,0.977,8.850,-3.235
0.923,-0.115,-0.371,1.404,8.057,-2.808
0.915,-0.130,-0.399,2.380,7.141,-2.930
0.910,-0.151,-0.411,3.845,4.272,-2.869
0.906,-0.161,-0.386,5.554,0.916,-2.258
0.908,-0.156,-0.354,5.859,-1.404,-1.099
0.920,-0.130,-0.328,5.127,-2.869,0.671
0.941,-0.111,-0.282,3.662,-2.869,1.526
0.951,-0.094,-0.252,1.465,-2.319,1.892
0.958,-0.088,-0.245,-0.305,0.305,1.892
0.956,-0.089,-0.288,-1.892,2.930,1.526
0.953,-0.101,-0.335,-2.563,4.578,1.099
0.953,-0.110,-0.320,-2.380,2.686,0.977
0.954,-0.117,-0.299,-0.916,0.061,1.282
0.951,-0.112,-0.304,0.916,-0.610,1.587
0.946,-0.109,-0.323,2.258,-1.038,1.831
0.943,-0.128,-0.302,2.930,-2.625,1.831
0.948,-0.110,-0.288,3.357,-4.150,2.869
0.956,-0.096,-0.288,2.625,-4.822,3.662
0.967,-0.074,-0.263,1.465,-4.578,3.906
0.969,-0.085,-0.244,1.343,-4.150,3.113
0.974,-0.084,-0.251,0.305,-2.625,2.747
0.978,-0.078,-0.252,-1.282,-1.770,2.930
0.977,-0.085,-0.245,-1.953,-1.526,2.563
0.978,-0.084,-0.239,-2.014,-1.343,2.319
0.982,-0.058,-0.231,-1.160,-1.526,2.197
0.989,-0.066,-0.215,0.488,-1.465,0.671
0.990,-0.069,-0.207,1.831,-0.854,-0.793
0.982,-0.083,-0.212,2.991,0.244,-1.831
0.968,-0.106,-0.246,3.357,1.648,-2.136
0.957,-0.120,-0.262,2.747,2.380,-1.831
0.954,-0.129,-0.273,1.282,2.991,-0.793
0.954,-0.128,-0.262,-0.305,3.296,0.427
0.960,-0.112,-0.266,-1.709,3.967,2.014
0.968,-0.095,-0.251,-1.709,3.601,2.563
0.969,-0.089,-0.263,-0.549,3.845,2.441
0.972,-0.080,-0.282,0.488,3.662,2.075
0.973,-0.094,-0.251,0.854,1.953,1.526
0.971,-0.086,-0.235,1.526,2.014,1.343
0.969,-0.083,-0.251,1.892,3.235,1.221

0.267,-0.062,-2.427,15.076,-29.968,1.282
0.209,-0.020,-2.435,-13.000,-75.439,5.005
0.183,-0.049,-2.075,-44.373,-123.230,10.193
0.153,-0.020,-1.805,-72.571,-158.752,17.090
0.093,-0.017,-1.721,-94.666,-184.021,23.499
0.033,-0.044,-1.514,-109.436,-211.914,28.320
-0.001,-0.079,-1.239,-115.173,-241.699,32.837
-0.036,-0.078,-1.138,-109.375,-264.709,37.598
-0.085,-0.039,-1.035,-95.764,-289.307,42.114
-0.151,-0.064,-0.889,-75.256,-319.519,44.128
-0.196,-0.057,-0.720,-51.025,-348.267,44.495
-0.250,-0.060,-0.385,-25.208,-380.615,44.922
-0.286,0.064,-0.142,-0.427,-405.273,45.837
-0.289,0.112,0.152,19.043,-421.326,42.114
-0.286,0.101,0.448,35.522,-435.425,35.889
-0.240,0.103,0.739,51.086,-442.200,30.151
-0.128,0.223,1.082,62.256,-445.618,26.062
0.076,0.427,1.589,68.665,-445.007,19.226
0.275,0.569,2.049,71.655,-429.321,6.287
0.376,0.507,2.358,67.078,-392.639,-11.780
0.386,0.328,2.528,50.171,-341.003,-27.954
0.377,0.201,2.546,21.545,-283.936,-35.217
0.346,0.083,2.525,-5.981,-234.009,-36.621
0.301,-0.047,2.615,-21.545,-198.059,-35.522
0.308,-0.104,2.844,-23.743,-173.218,-31.677
0.330,-0.190,3.123,-14.282,-152.954,-27.710
0.351,-0.306,3.358,-1.892,-127.441,-24.231
0.373,-0.340,3.565,5.676,-94.177,-16.113
0.412,-0.310,3.680,7.446,-52.856,-7.385
0.471,-0.223,3.656,7.874,-7.263,-0.671
0.495,-0.143,3.558,12.085,37.964,2.991
0.473,-0.152,3.340,18.494,82.886,3.296
0.434,-0.202,3.071,23.804,127.502,3.906
0.372,-0.229,2.631,27.100,171.936,6.897
0.291,-0.299,2.268,26.001,210.876,11.230
0.243,-0.287,1.817,22.278,243.958,18.738
0.218,-0.223,1.442,17.090,266.113,27.405
0.217,-0.168,1.124,15.137,276.367,32.166
0.232,-0.096,0.880,14.282,277.771,33.997
0.254,-0.036,0.680,16.174,272.705,33.936
0.296,0.010,0.571,19.287,263.245,31.799
0.360,0.063,0.558,21.423,252.625,29.114
0.407,0.103,0.524,25.330,246.094,25.391
0.409,0.078,0.401,29.419,245.789,20.081
0.398,0.047,0.205,31.616,247.009,16.418
0.404,0.021,0.053,32.471,243.713,14.771
0.416,-0.012,-0.094,31.433,237.793,13.977
0.441,-0.021,-0.218,28.625,229.309,15.625
0.470,-0.014,-0.314,23.499,218.628,18.005
0.516,0.002,-0.421,17.395,207.031,20.569
0.572,0.038,-0.470,11.292,191.589,22.339
0.622,0.064,-0.465,7.996,174.805,22.644
0.676,0.104,-0.432,5.127,159.668,21.362
0.721,0.146,-0.419,2.441,147.400,19.470
0.758,0.134,-0.383,0.244,135.864,15.320
0.780,0.125,-0.360,-2.075,127.258,11.353
0.800,0.125,-0.339,-4.700,120.483,8.728
0.806,0.104,-0.351,-8.484,116.150,6.042
0.809,0.093,-0.393,-12.451,112.122,3.967
0.833,0.068,-0.380,-16.907,105.408,2.319
0.834,0.050,-0.360,-19.836,99.243,0.916
0.835,0.034,-0.350,-21.912,95.093,0.061
0.839,0.029,-0.373,-23.682,91.248,-0.549
0.842,0.009,-0.409,-23.376,86.182,-1.526
0.852,-0.025,-0.383,-22.400,79.529,-2.075
0.861,-0.027,-0.371,-20.630,73.425,-1.770
0.862,-0.030,-0.382,-17.944,69.031,-1.282
0.868,-0.031,-0.396,-15.503,64.514,-1.465
0.879,-0.018,-0.392,-12.756,58.105,-1.526
0.896,0.002,-0.374,-9.155,51.392,-1.892
0.904,-0.023,-0.328,-5.005,46.082,-3.235
0.907,-0.031,-0.319,-1.709,42.786,-4.333
0.915,-0.041,-0.296,-0.183,40.894,-4.822
0.916,-0.028,-0.315,0.549,39.551,-5.005
0.909,-0.035,-0.355,1.465,38.208,-5.493
0.909,-0.056,-0.342,1.160,34.241,-6.042
0.914,-0.058,-0.329,0.366,32.043,-5.493
0.914,-0.064,-0.338,-0.183,30.334,-5.066
0.911,-0.072,-0.353,0.244,27.710,-5.066
0.916,-0.089,-0.338,0.916,24.170,-4.944
0.925,-0.079,-0.308,2.441,19.775,-4.028
0.931,-0.063,-0.286,4.700,17.151,-3.784
0.938,-0.065,-0.279,7.019,16.235,-4.272
0.940,-0.059,-0.291,7.874,15.320,-4.272
0.943,-0.076,-0.289,7.568,14.465,-4.211
0.944,-0.071,-0.256,6.042,12.939,-3.357
0.953,-0.041,-0.260,4.211,13.245,-2.502
0.957,-0.054,-0.255,1.709,13.916,-2.625
0.955,-0.056,-0.268,-0.549,15.198,-2.747
0.959,-0.036,-0.281,-2.319,15.137,-2.625
0.960,-0.042,-0.276,-1.709,13.794,-3.296
0.951,-0.055,-0.282,-0.488,12.390,-4.395
0.950,-0.071,-0.286,0.671,10.437,-4.761
0.952,-0.084,-0.258,1.648,7.996,-4.700
0.954,-0.081,-0.239,3.235,6.470,-4.089
0.955,-0.088,-0.220,4.150,5.920,-3.601
0.953,-0.081,-0.228,3.967,6.836,-2.930
0.956,-0.082,-0.258,3.418,7.629,-2.319
0.963,-0.072,-0.234,2.625,5.798,-2.014
0.967,-0.079,-0.204,2.136,5.127,-1.648
0.971,-0.077,-0.187,0.610,6.470,-1.160
0.971,-0.073,-0.192,-0.549,7.568,-0.427
0.974,-0.067,-0.207,-1.282,8.423,0.244
0.975,-0.056,-0.201,-0.977,8.606,0.549
0.981,-0.038,-0.186,-1.770,8.728,0.610
0.986,-0.026,-0.188,-2.747,9.399,0.366
0.985,-0.028,-0.196,-2.930,9.460,-0.610
0.978,-0.041,-0.217,-2.380,10.254,-1.587
0.968,-0.053,-0.260,-1.465,10.010,-2.075
0.962,-0.071,-0.277,0.488,8.057,-2.197
0.963,-0.081,-0.245,1.892,4.700,-2.075
0.965,-0.080,-0.232,2.502,3.174,-1.160
0.960,-0.088,-0.232,2.136,3.113,-0.244
0.959,-0.081,-0.221,1.831,2.869,1.038
0.965,-0.060,-0.210,1.953,2.563,2.136
0.979,-0.029,-0.202,1.953,3.052,2.563
0.983,-0.032,-0.195,1.404,4.395,1.831
0.981,-0.014,-0.219,0.061,6.348,1.221
0.987,-0.013,-0.232,-1.404,7.141,0.610

0.531,-0.010,2.443,-5.005,-31.555,0.183
0.532,-0.012,2.492,-18.921,-3.113,2.808
0.545,0.044,2.500,-24.780,24.414,3.540
0.525,0.002,2.470,-20.691,48.035,2.380
0.515,-0.004,2.332,-10.193,70.496,0.916
0.490,-0.053,2.163,2.686,89.539,0.793
0.461,-0.099,2.076,15.320,103.821,1.160
0.447,-0.109,1.994,25.085,119.446,4.456
0.427,-0.094,1.844,32.288,138.123,8.362
0.414,-0.059,1.673,36.377,156.006,12.390
0.405,-0.011,1.527,37.415,168.579,15.747
0.406,0.029,1.427,37.903,176.941,17.700
0.415,0.060,1.310,38.635,183.594,18.738
0.431,0.087,1.222,39.368,188.049,18.555
0.451,0.114,1.136,39.978,191.101,17.700
0.448,0.140,1.016,41.382,195.190,16.235
0.439,0.126,0.856,42.603,198.547,13.306
0.445,0.104,0.752,41.870,198.486,11.047
0.451,0.085,0.677,38.330,197.632,10.376
0.452,0.096,0.596,33.630,197.937,11.169
0.469,0.084,0.531,29.785,196.960,11.047
0.506,0.094,0.493,28.076,194.458,10.864
0.516,0.093,0.478,27.466,192.261,10.193
0.517,0.088,0.359,30.029,193.359,9.216
0.519,0.068,0.241,33.875,191.162,8.179
0.542,0.085,0.197,36.743,184.509,7.751
0.578,0.091,0.166,36.804,178.467,7.385
0.588,0.068,0.121,35.278,174.988,6.592
0.588,0.063,0.063,31.433,173.462,6.836
0.606,0.069,-0.018,25.635,171.997,7.385
0.646,0.082,-0.048,17.944,168.274,8.057
0.669,0.080,-0.037,10.986,163.269,7.812
0.669,0.060,-0.083,5.615,161.682,6.897
0.665,0.031,-0.175,1.282,161.133,5.981
0.690,0.037,-0.237,-1.770,156.067,5.920
0.724,0.058,-0.232,-2.625,147.705,5.432
0.743,0.064,-0.196,-1.099,139.648,3.357
0.755,0.057,-0.198,1.465,134.644,0.488
0.755,0.029,-0.246,3.479,131.714,-2.258
0.747,-0.015,-0.313,5.127,129.517,-3.845
0.753,-0.016,-0.362,4.517,125.916,-4.150
0.754,-0.027,-0.380,3.479,120.605,-4.395
0.757,-0.052,-0.384,0.916,115.173,-4.700
0.797,-0.049,-0.380,-4.333,110.229,-3.784
0.826,-0.032,-0.325,-8.423,104.614,-2.563
0.824,-0.051,-0.292,-10.376,101.318,-3.479
0.811,-0.081,-0.331,-10.925,101.379,-4.333
0.803,-0.108,-0.391,-11.353,100.464,-4.333
0.804,-0.135,-0.432,-11.719,97.412,-3.418
0.800,-0.143,-0.471,-10.864,92.957,-2.136
0.799,-0.135,-0.538,-9.216,88.440,-0.427
0.797,-0.135,-0.568,-6.470,80.872,0.671
0.807,-0.132,-0.610,-3.479,73.425,1.709
0.817,-0.107,-0.637,-1.160,64.758,3.174
0.819,-0.104,-0.626,1.221,54.199,3.357
0.838,-0.111,-0.577,2.930,43.518,3.052
0.862,-0.099,-0.500,3.052,35.156,3.540
0.878,-0.065,-0.442,1.526,31.006,4.150
0.891,-0.041,-0.427,-0.732,30.151,3.784
0.908,-0.022,-0.405,-3.418,29.602,2.869
0.912,-0.015,-0.412,-4.883,29.053,1.038
0.901,-0.038,-0.437,-5.554,28.503,-1.099
0.899,-0.057,-0.466,-6.104,26.489,-2.136
0.913,-0.069,-0.453,-5.981,21.912,-2.197
0.925,-0.082,-0.371,-5.432,16.846,-2.197
0.931,-0.060,-0.334,-4.028,14.771,-1.831
0.932,-0.061,-0.344,-1.770,13.977,-2.014
0.931,-0.068,-0.343,0.610,12.085,-2.319
0.930,-0.076,-0.339,2.686,10.071,-2.502
0.936,-0.069,-0.338,3.723,8.301,-2.441
0.937,-0.072,-0.317,4.150,6.592,-2.625
0.931,-0.096,-0.310,4.578,6.470,-2.808
0.927,-0.109,-0.333,3.113,7.202,-2.441
0.935,-0.100,-0.316,0.366,6.775,-1.038
0.947,-0.079,-0.276,-3.052,6.470,0.977
0.952,-0.070,-0.277,-5.554,7.202,1.953
0.955,-0.064,-0.276,-6.653,7.507,2.502
0.958,-0.067,-0.266,-6.042,7.202,2.502
0.960,-0.078,-0.255,-4.456,6.714,2.625
0.967,-0.052,-0.244,-3.235,6.226,3.479
0.963,-0.042,-0.264,-1.648,6.592,3.235
0.954,-0.051,-0.297,0.427,6.409,2.258
0.950,-0.071,-0.315,1.770,4.395,1.465
0.956,-0.062,-0.300,1.404,2.991,2.075
0.959,-0.057,-0.270,0.793,1.221,3.113
0.970,-0.034,-0.242,0.244,0.854,3.357
0.984,-0.022,-0.241,0.305,1.099,3.357
0.988,-0.010,-0.240,0.488,1.099,2.808
0.990,-0.007,-0.212,0.732,0.122,1.770
0.996,-0.005,-0.198,1.282,0.244,0.732
0.992,-0.003,-0.221,1.404,1.709,-0.183
0.984,-0.024,-0.230,1.770,1.953,-1.404
0.980,-0.019,-0.242,2.014,1.770,-1.831
0.975,-0.050,-0.231,2.258,1.831,-2.197
0.970,-0.047,-0.238,2.380,2.075,-2.197
0.972,-0.057,-0.243,2.136,2.502,-2.136
0.973,-0.053,-0.233,2.380,2.136,-1.709
0.971,-0.054,-0.242,2.502,2.441,-1.038
0.968,-0.058,-0.253,2.136,2.625,-0.793
0.969,-0.056,-0.252,1.465,2.197,0.244
0.971,-0.054,-0.246,0.977,1.587,0.977
0.976,-0.041,-0.229,0.671,1.099,1.526
0.987,-0.017,-0.210,0.671,1.221,1.587
0.985,-0.014,-0.218,1.099,1.709,0.610
0.977,-0.027,-0.261,1.221,3.174,-0.793
0.969,-0.043,-0.267,1.282,2.563,-1.892
0.970,-0.054,-0.249,1.221,1.099,-2.136
0.969,-0.060,-0.235,0.793,0.366,-2.075
0.970,-0.065,-0.240,0.732,0.854,-1.892
0.974,-0.070,-0.223,0.732,0.977,-1.587
0.973,-0.067,-0.217,0.366,1.343,-0.916
0.971,-0.057,-0.217,0.122,1.648,-0.305
0.978,-0.056,-0.212,0.061,1.770,0.122
0.975,-0.049,-0.225,0.122,2.319,0.000
0.972,-0.053,-0.232,0.000,3.296,-0.183
0.975,-0.047,-0.233,-0.244,3.540,-0.183
0.979,-0.039,-0.228,-0.549,3.601,-0.488
0.979,-0.051,-0.225,-0.305,3.601,-1.343
0.974,-0.048,-0.244,0.244,3.906,-1.709

0.486,0.107,-2.109,9.521,-42.358,-19.287
0.429,0.006,-1.808,-5.188,-86.853,-24.109
0.442,-0.022,-1.602,-20.508,-117.432,-23.132
0.401,-0.120,-1.369,-32.043,-136.902,-21.667
0.355,-0.219,-1.265,-42.786,-150.513,-20.996
0.349,-0.296,-0.978,-51.575,-162.964,-14.832
0.333,-0.310,-0.927,-56.091,-166.931,-6.836
0.312,-0.231,-1.019,-59.387,-167.725,2.136
0.274,-0.181,-0.997,-63.599,-177.002,8.789
0.253,-0.108,-0.996,-69.580,-188.904,14.160
0.228,-0.022,-0.968,-75.623,-201.721,18.921
0.202,-0.028,-0.766,-79.163,-219.360,19.775
0.185,0.004,-0.665,-78.003,-232.056,21.057
0.149,0.032,-0.585,-73.364,-243.958,21.851
0.139,0.035,-0.445,-65.552,-260.315,21.790
0.101,0.094,-0.243,-55.542,-279.358,22.217
0.105,0.155,0.105,-45.166,-298.096,21.362
0.171,0.178,0.539,-34.485,-311.340,17.761
0.240,0.204,0.749,-20.874,-307.617,13.184
0.289,0.246,0.889,-6.958,-296.265,8.240
0.311,0.248,0.928,4.517,-281.799,1.709
0.302,0.270,0.897,9.277,-265.991,-3.052
0.289,0.268,0.967,5.798,-254.639,-7.202
0.306,0.268,1.136,-4.944,-245.789,-10.376
0.350,0.291,1.285,-20.813,-235.474,-11.963
0.359,0.284,1.428,-35.645,-223.145,-13.245
0.385,0.215,1.640,-45.410,-213.379,-15.747
0.438,0.162,1.915,-46.082,-205.750,-16.663
0.480,0.146,2.103,-35.461,-194.824,-16.663
0.515,0.114,2.236,-22.827,-180.115,-17.639
0.561,0.057,2.374,-12.634,-165.588,-18.982
0.583,-0.031,2.488,-6.226,-147.339,-18.433
0.592,-0.048,2.501,-2.808,-125.916,-14.954
0.620,-0.077,2.589,-0.488,-107.361,-11.047
0.663,-0.054,2.731,2.625,-91.125,-7.263
0.724,-0.003,2.811,8.606,-68.542,-4.456
0.721,-0.024,2.740,18.555,-40.955,-5.188
0.700,-0.050,2.632,25.330,-13.794,-5.249
0.679,-0.051,2.561,29.236,8.545,-3.967
0.653,-0.106,2.384,31.189,32.776,-4.272
0.625,-0.136,2.218,33.142,55.603,-2.747
0.593,-0.175,2.071,36.194,75.806,-0.549
0.563,-0.149,1.874,39.490,95.581,4.028
0.526,-0.188,1.703,42.725,112.183,6.165
0.491,-0.194,1.463,44.434,128.052,9.766
0.485,-0.149,1.277,45.471,137.939,14.587
0.497,-0.096,1.174,45.471,141.724,18.311
0.508,-0.069,1.080,45.532,143.921,20.264
0.518,-0.047,1.011,44.922,145.447,20.813
0.536,-0.014,0.952,44.434,146.606,21.484
0.545,-0.017,0.902,44.678,148.621,20.874
0.552,-0.008,0.830,42.725,151.306,20.569
0.558,0.002,0.756,39.978,154.236,20.935
0.571,0.015,0.715,37.231,155.518,20.508
0.590,0.032,0.643,33.997,157.104,20.142
0.596,0.036,0.587,31.616,156.982,18.799
0.606,0.042,0.545,31.067,155.823,17.517
0.611,0.039,0.483,31.860,154.541,15.747
0.624,0.032,0.451,33.142,152.832,14.221
0.632,0.017,0.409,33.264,152.100,12.634
0.640,0.018,0.344,32.471,152.710,12.268
0.656,0.021,0.316,30.579,151.489,11.963
0.666,0.042,0.285,28.442,150.940,11.658
0.691,0.080,0.230,25.330,151.001,11.047
0.713,0.079,0.238,21.973,148.804,9.033
0.719,0.062,0.255,19.958,146.790,6.592
0.717,0.032,0.229,18.494,148.682,4.761
0.704,-0.002,0.160,16.235,151.917,3.845
0.694,-0.023,0.075,11.658,155.579,4.456
0.715,-0.030,0.061,5.066,155.640,5.798
